---,Row Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot,Cluster,ClusterOverlay,ClusterConstellation
268,268,268,Orestes,-26.121,167.591,A,V,7,3,"(Id="""")",None,None
269,269,269,New Canton,8.269,-72.946,F,V,2,3,"(Id="""")",None,None
270,270,270,Alya,26.359,96.629,G,VI,2,2,"(Id=""MWFactionAsset:RogueSystems"")",None,None
271,271,271,Tsitsang,51.95,-108.578,G,II,3,3,"(Id="""")",None,None
272,272,272,Ancha,75.47,36.138,G,VI,3,1,"(Id="""")",None,None
273,273,273,Argyle,255.384,-109.174,K,IV,3,3,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
274,274,274,Togwotee,-196.45,-48.902,F,V,0,4,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
275,275,275,Gacrux,-86.503,10.72,M,III,4,3,"(Id="""")",None,None
276,276,276,Carnwath,-63.082,82.416,K,IV,5,3,"(Id="""")",None,None
277,277,277,Halloran V,72.894,-77.022,F,IV,8,4,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
278,278,278,Scudder,196.192,-95.949,F,V,7,2,"(Id="""")",None,None
279,279,279,Solaris,-122.316,-7.025,K,V,1,7,"(Id="""")",None,None
280,280,280,Breukelen,-88.149,141.349,G,V,9,2,"(Id=""MWFactionAsset:LyranStrongholds"")",/Game/Campaign/CampaignArcs/Regions/11_3/11_3.11_3,None
281,281,281,Jasmine,-31.03,-202.145,G,V,7,2,"(Id="""")",None,None
282,282,282,Hagiwawa,123.552,112.142,G,V,2,3,"(Id="""")",None,None
283,283,283,Augustine,-43.697,-76.821,G,II,4,6,"(Id="""")",None,None
284,284,284,Yance I (Agador),69.791,51.65,G,V,2,1,"(Id="""")",None,None
285,285,285,Minnacora,77.285,-170.624,M,V,3,1,"(Id="""")",None,None
286,286,286,Ludwig,162.067,76.984,M,V,8,1,"(Id="""")",None,None
287,287,287,New Avalon,266.497,-110.836,G,V,5,4,"(Id=""MWFactionAsset:RepairSystem_20"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone1_Collision.Safezone1_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone1.Safezone1
288,288,288,Ellengurg,-297.549,259.478,K,V,0,2,"(Id="""")",None,None
289,289,289,Buchlau,70.048,-68.804,F,II,5,3,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
290,290,290,Almach,100.804,-61.569,K,V,4,2,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
291,291,291,Wroxeter,166.47,-58.981,M,V,9,1,"(Id=""MWFactionAsset:ShippingRoute"")",/Game/Campaign/CampaignArcs/Regions/6_3/6_3_Mesh.6_3_Mesh,None
292,292,292,Mundrabilla,-247.892,-108.382,G,V,0,3,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
293,293,293,Gallery,-198.236,108.266,M,V,5,1,"(Id="""")",None,None
294,294,294,Galatia III,90.726,14.234,K,V,8,3,"(Id=""MWFactionAsset:RepairSystem_8"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_6_Blob.Safezone_6_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_6.Safezone_6
295,295,295,New Exford,-137.281,243.193,K,V,9,1,"(Id=""MWFactionAsset:StoryCluster3"")",None,None
296,296,296,Trent,-131.829,58.113,F,V,1,3,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
297,297,297,Indicass,72.368,-249.026,A,V,7,5,"(Id="""")",None,None
298,298,298,Menkar,90.726,-92.066,M,III,2,4,"(Id="""")",None,None
299,299,299,Mesartim (Conway),102.876,-54.593,G,V,6,3,"(Id="""")",None,None
300,300,300,Schedar,117.863,-21.246,G,III,2,2,"(Id="""")",None,None
301,301,301,Talcott,199.811,-123.844,G,V,8,3,"(Id="""")",None,None
302,302,302,Shaul Khala,219.456,133.331,M,V,3,1,"(Id="""")",None,None
303,303,303,Coloma,283.383,-87.36,K,V,2,1,"(Id="""")",None,None
304,304,304,Glengarry,-76.782,76.984,K,IV,1,3,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
305,305,305,Preston (CC),13.177,-214.037,F,V,6,3,"(Id="""")",None,None
306,306,306,Achernar,77.285,-32.361,F,V,8,2,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
307,307,307,Sutama,90.726,123.766,K,V,7,1,"(Id="""")",None,None
308,308,308,Elbar,126.654,-8.057,K,V,3,1,"(Id="""")",None,None
309,309,309,David,140.085,19.234,F,IV,8,2,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
310,310,310,Olafsvik,-176.532,-239.114,G,V,7,3,"(Id=""MWFactionAsset:FWLInterior"")",None,None
311,311,311,Alkaid,-94.096,47.002,B,V,1,2,"(Id="""")",None,None
312,312,312,Park Place,-29.471,-110.958,F,V,2,4,"(Id="""")",None,None
313,313,313,Bell (CC),104.163,-109.868,A,V,8,10,"(Id="""")",None,None
314,314,314,Rochester,226.948,3.056,G,III,4,5,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
315,315,315,Kyeinnisan,-100.805,-150.505,M,V,3,1,"(Id="""")",None,None
316,316,316,Franklin,250.736,10.805,F,V,8,3,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",/Game/Campaign/CampaignArcs/Regions/5_2/5_2_Mesh.5_2_Mesh,None
317,317,317,Forkas,-211.229,159.967,K,V,7,1,"(Id=""MWFactionAsset:RepairSystem_22"")",None,None
318,318,318,Hollabrunn,-208.346,33.295,K,V,7,1,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
319,319,319,Sheridan (FWL),-178.908,-56.92,G,V,2,3,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
320,320,320,Turinge,-160.572,96.887,M,V,6,1,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
321,321,321,Washburn,-155.32,-103.721,F,V,3,2,"(Id="""")",None,None
322,322,322,Eidsfoss,-153.536,58.886,M,V,9,1,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
323,323,323,Koniz,-92.549,259.733,G,V,4,2,"(Id="""")",None,None
324,324,324,Oriente,-76.278,-211.423,F,III,2,4,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
325,325,325,Holt,-49.375,-102.928,G,V,2,3,"(Id="""")",None,None
326,326,326,New Delos,-38.009,-140.692,G,III,8,4,"(Id="""")",None,None
327,327,327,Baxter,-31.288,112.658,K,II,7,4,"(Id="""")",None,None
328,328,328,Eom,-18.038,-191.788,G,V,6,3,"(Id="""")",None,None
329,329,329,Hunan,71.209,-95.949,F,VII,9,4,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
330,330,330,Arkab,77.285,200.8,K,V,6,1,"(Id="""")",None,None
331,331,331,Truth,78.315,-159.326,G,IV,1,6,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
332,332,332,Kajikazawa,88.409,142.617,G,IV,5,4,"(Id="""")",None,None
333,333,333,Raman,161.553,9.261,K,V,2,2,"(Id=""MWFactionAsset:KuritaDavion"")",/Game/Campaign/CampaignArcs/Regions/6_1/6_1_Mesh.6_1_Mesh,None
334,334,334,Monongahela,164.91,-165.769,G,V,0,3,"(Id="""")",None,None
335,335,335,Barstow,170.602,-40.891,K,V,6,1,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
336,336,336,Lucerne,231.864,12.361,K,V,6,1,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
337,337,337,Plymouth,344.044,-68.804,F,V,0,3,"(Id="""")",None,None
338,338,338,Goubellat,351.289,165.129,F,V,9,4,"(Id="""")",None,None
339,339,339,Giausar,-207.85,-26.411,M,III,0,3,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
340,340,340,Laureles,-186.055,-126.204,F,V,5,3,"(Id=""MWFactionAsset:RepairSystem_13"")",None,None
341,341,341,Chukchi III,-180.694,90.425,G,V,5,3,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
342,342,342,Dayr Khuna,-113.791,-196.495,G,V,8,3,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
343,343,343,Kockengen,-111.711,150.398,G,V,3,3,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
344,344,344,Asellus Borealis,-100.609,-118.192,K,V,2,1,"(Id="""")",None,None
345,345,345,Carsphairn,-96.168,38.985,K,V,1,3,"(Id=""MWFactionAsset:RepairSystem_15"")",None,None
346,346,346,Nekkar,-93.579,96.371,F,V,8,3,"(Id="""")",None,None
347,347,347,Bordon,-63.082,-33.391,K,V,0,3,"(Id="""")",None,None
348,348,348,Tsinghai (New Sarna),-2.852,-152.286,K,V,4,5,"(Id="""")",None,None
349,349,349,Kashilla,-1.551,-201.153,M,V,1,4,"(Id=""MWFactionAsset:RepairSystem_10"")",None,None
350,350,350,Altenmarkt,13.692,223.805,G,V,0,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
351,351,351,Caldrea,33.853,193.307,K,V,4,1,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
352,352,352,St. Andre,65.648,-100.649,K,III,7,5,"(Id="""")",None,None
353,353,353,Zaurak,72.719,-123.292,G,V,3,2,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
354,354,354,Necromo,102.876,-188.465,M,V,5,10,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
355,355,355,Perkasie,130.788,-143.764,F,V,2,4,"(Id=""MWFactionAsset:RepairSystem_9"")",None,None
356,356,356,Tawas,135.703,-55.877,K,V,7,1,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
357,357,357,Helsingfors,143.712,152.719,G,V,8,2,"(Id=""MWFactionAsset:RepairSystem_18"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_16_Blob.Safezone_16_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_16.Safezone_16
358,358,358,Wappingers,175.25,-231.186,M,V,8,1,"(Id="""")",None,None
359,359,359,Smolensk,178.352,-129.79,G,V,2,3,"(Id="""")",None,None
360,360,360,Ljugarn,197.997,120.407,G,V,1,3,"(Id="""")",None,None
361,361,361,Cholame,202.397,-31.328,F,V,2,4,"(Id="""")",None,None
362,362,362,Dobson,204.201,26.318,F,V,7,4,"(Id="""")",None,None
363,363,363,Freisland,234.966,-118.688,F,V,6,3,"(Id="""")",None,None
364,364,364,Kawabe,240.646,135.661,M,V,5,1,"(Id="""")",None,None
365,365,365,Imbrial III,294.158,-49.416,F,V,8,3,"(Id=""MWFactionAsset:RepairSystem_3"")",None,None
366,366,366,Waunakee,317.42,14.949,K,V,1,2,"(Id="""")",None,None
367,367,367,Wallis,-198.832,-193.619,M,V,5,6,"(Id=""MWFactionAsset:FWLCommercialHub"")",/Game/Campaign/CampaignArcs/Regions/9_3/9_3.9_3,None
368,368,368,Alma Alta,-183.568,186.071,F,V,6,4,"(Id="""")",None,None
369,369,369,Aristotle,-183.568,65.091,K,V,2,2,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
370,370,370,Morges,-141.416,283.196,G,V,6,3,"(Id="""")",None,None
371,371,371,Symington,-38.521,147.812,F,V,5,4,"(Id="""")",None,None
372,372,372,Bentley,-6.984,-233.761,G,V,2,3,"(Id="""")",None,None
373,373,373,Fletcher (CC),46.777,-23.569,G,V,4,7,"(Id="""")",None,None
374,374,374,Shipka,80.12,-110.657,K,III,9,5,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
375,375,375,Goderich,144.496,-49.416,G,V,4,3,"(Id="""")",None,None
376,376,376,Monistrol,159.481,123.509,G,V,9,2,"(Id="""")",None,None
377,377,377,Paris,191.792,47.517,K,V,1,2,"(Id=""MWFactionAsset:RepairSystem_4"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_5_Blob.Safezone_5_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_5.Safezone_5
378,378,378,Peabody,330.604,-23.569,M,V,7,1,"(Id=""MWFactionAsset:InfernosWake"")",None,None
379,379,379,Pingree,-201.608,-64.927,G,V,1,4,"(Id="""")",None,None
380,380,380,Aitutaki,-164.636,-166.561,K,II,8,3,"(Id="""")",None,None
381,381,381,Colinas,-157.399,107.998,G,V,8,3,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
382,382,382,Rasalas,-150.76,-93.88,K,V,3,1,"(Id="""")",None,None
383,383,383,Mesa Verde,-136.495,116.537,G,V,8,2,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
384,384,384,Svinngarn,-131.829,110.841,K,V,6,1,"(Id="""")",None,None
385,385,385,Caledonia,-121.025,37.179,K,V,8,1,"(Id=""MWFactionAsset:RepairSystem_15"")",None,None
386,386,386,Kiyev,-88.149,-171.715,G,V,1,3,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
387,387,387,Najha,35.666,211.136,G,V,2,2,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
388,388,388,Harloc,41.87,-224.443,F,V,0,5,"(Id=""MWFactionAsset:SianCommonality"")",None,None
389,389,389,Tinaca,70.577,273.723,G,V,5,3,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
390,390,390,Kanowit,87.196,241.534,F,V,6,4,"(Id="""")",None,None
391,391,391,Lee,116.831,-148.126,F,V,4,4,"(Id=""MWFactionAsset:RepairSystem_9"")",None,None
392,392,392,Sanilac,147.338,-58.981,K,V,9,1,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
393,393,393,Kentares IV,149.4,-13.229,F,IV,5,4,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
394,394,394,Salem,206.788,-161.11,F,V,8,7,"(Id="""")",None,None
395,395,395,Agematsu,253.838,185.545,F,V,9,2,"(Id="""")",None,None
396,396,396,Streator,254.095,-75.782,F,V,2,4,"(Id="""")",None,None
397,397,397,Fallon II,367.83,48.548,F,V,6,2,"(Id="""")",None,None
398,398,398,Graceland,-100.609,246.035,K,V,6,1,"(Id=""MWFactionAsset:StoryCluster3"")",None,None
399,399,399,Pandora,-84.553,234.789,B,V,7,7,"(Id="""")",None,None
400,400,400,Daneshmand,-72.122,-181.031,M,V,9,1,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
401,401,401,Denbar,69.007,-235.248,M,IV,2,8,"(Id=""MWFactionAsset:SianCommonality"")",None,None
402,402,402,St. Loris,89.951,-241.987,G,V,8,2,"(Id=""MWFactionAsset:DavionBorder"")",None,None
403,403,403,Tsingtao,93.311,-155.163,K,V,3,2,"(Id="""")",None,None
404,404,404,Falsterbo (DC),170.86,147.555,K,V,3,2,"(Id="""")",None,None
405,405,405,Xhosa VII,173.962,14.424,B,V,1,7,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
406,406,406,Flushing,195.41,-64.671,G,V,8,2,"(Id="""")",None,None
407,407,407,Arlington,212.736,99.733,K,V,2,2,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
408,408,408,Odell,250.477,-97.499,K,V,1,2,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
409,409,409,Hachiman,252.799,152.204,G,IV,8,4,"(Id="""")",None,None
410,410,410,Sodus,287.179,-65.186,G,V,5,3,"(Id=""MWFactionAsset:RepairSystem_3"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_4_Blob.Safezone_4_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_4.Safezone_4
411,411,411,Nakaojo,287.181,183.226,F,V,8,3,"(Id="""")",None,None
412,412,412,An Ting,301.652,109.811,G,V,1,3,"(Id="""")",None,None
413,413,413,Huan,304.753,98.175,K,V,7,1,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
414,414,414,Susulatna,305.011,-185.691,F,V,5,3,"(Id="""")",None,None
415,415,415,Gibson,-245.811,-215.127,G,V,2,3,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
416,416,416,Midkiff,-198.534,-111.95,K,V,7,1,"(Id=""MWFactionAsset:RepairSystem_13"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_13_Blob.Safezone_13_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_13.Safezone_13
417,417,417,McAffe,-181.188,-45.284,F,V,2,4,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
418,418,418,Pherkad,-142.138,170.817,M,V,3,1,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
419,419,419,Jaumegarde,-140.651,98.175,G,V,8,2,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
420,420,420,Lyndon,-127.475,196.156,M,V,1,1,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
421,421,421,Antares,-124.891,297.734,F,V,5,2,"(Id="""")",None,None
422,422,422,Kelenfold,-57.392,198.214,F,V,2,4,"(Id=""MWFactionAsset:RepairSystem_28"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone9_Collision.Safezone9_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone9.Safezone9
423,423,423,Kimball II,-35.677,99.733,G,V,1,2,"(Id="""")",None,None
424,424,424,Cronulla,-33.091,-251.008,K,V,3,2,"(Id="""")",None,None
425,425,425,Sakhalin (LC),-24.041,151.687,G,V,6,2,"(Id="""")",None,None
426,426,426,Ulan Bator,35.922,-139.402,F,V,1,4,"(Id="""")",None,None
427,427,427,Brighton,79.087,-200.359,F,III,9,4,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
428,428,428,Jonathan,100.547,-93.105,F,V,4,4,"(Id="""")",None,None
429,429,429,Cyrenaica,156.561,273.932,M,V,6,1,"(Id="""")",None,None
430,430,430,Proserpina,158.215,34.295,K,V,2,4,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
431,431,431,Saginaw,299.59,-95.693,K,V,6,1,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
432,432,432,Dixie,-253.841,-21.246,M,V,9,1,"(Id="""")",None,None
433,433,433,Kitzingen,-223.115,47.002,K,V,9,1,"(Id="""")",None,None
434,434,434,Manihiki,-207.356,-168.048,M,V,5,1,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
435,435,435,Bjornlunda,-149.967,88.354,M,V,1,1,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
436,436,436,Uhuru,-139.065,-12.459,F,V,5,3,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
437,437,437,Al Hillah,-25.374,178.71,F,V,3,3,"(Id="""")",None,None
438,438,438,Ohrensen,-16.29,-121.76,F,II,7,2,"(Id="""")",None,None
439,439,439,Alnasi,2.838,116.017,K,III,0,2,"(Id="""")",None,None
440,440,440,Port Moseby,3.354,160.222,F,V,9,4,"(Id="""")",None,None
441,441,441,Geifer,37.535,-186.266,G,V,9,3,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
442,442,442,Milos,57.639,-225.235,G,V,7,2,"(Id=""MWFactionAsset:SianCommonality"")",None,None
443,443,443,Aix-la-Chapelle,76.599,162.627,A,V,2,4,"(Id="""")",None,None
444,444,444,Cammal,111.4,-164.975,F,V,3,4,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
445,445,445,Safe Port,134.415,-286.986,F,V,3,3,"(Id=""MWFactionAsset:DavionBorder"")",None,None
446,446,446,Ogilvie,195.764,-232.045,F,V,9,3,"(Id="""")",None,None
447,447,447,Koumi,199.294,170.817,F,V,5,4,"(Id="""")",None,None
448,448,448,Corydon,216.61,-38.822,M,V,3,1,"(Id="""")",None,None
449,449,449,Gandy's Luck,250.211,93.012,K,V,3,2,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
450,450,450,Larned,294.417,-23.051,K,V,0,3,"(Id="""")",None,None
451,451,451,Cosenza,325.957,161.51,K,V,9,1,"(Id="""")",None,None
452,452,452,Soilihull,-188.224,46.219,F,V,0,4,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
453,453,453,Regulus,-152.066,-180.024,K,III,6,4,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
454,454,454,Furillo,-137.266,78.255,K,V,3,2,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
455,455,455,Jouques,-110.619,-211.757,K,V,2,2,"(Id="""")",None,None
456,456,456,Kirkcaldy,-96.423,127.126,K,V,9,1,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
457,457,457,Chaffee (LC),-95.395,82.416,F,V,6,3,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
458,458,458,Lungdo,-82.728,-121.76,K,V,0,2,"(Id="""")",None,None
459,459,459,Gram,54.279,144.452,F,V,7,4,"(Id=""MWFactionAsset:RogueSystems"")",None,None
460,460,460,Odabasi,71.079,213.725,F,V,0,4,"(Id="""")",None,None
461,461,461,Saaremaa,138.806,136.951,G,V,4,1,"(Id=""MWFactionAsset:RepairSystem_18"")",None,None
462,462,462,Tamsalu,167.499,164.51,K,V,9,1,"(Id="""")",None,None
463,463,463,Rosamond,178.611,-33.649,G,V,9,3,"(Id="""")",None,None
464,464,464,Tiskilwa,213.768,-90.261,G,V,0,3,"(Id="""")",None,None
465,465,465,Harrow's Sun,261.847,71.038,G,V,1,2,"(Id=""MWFactionAsset:DavionKurita_1"")",/Game/Campaign/CampaignArcs/Regions/5_1/5_1_Mesh.5_1_Mesh,None
466,466,466,Sylvester,363.43,-114.526,G,V,6,2,"(Id="""")",None,None
467,467,467,Wedgefield,371.449,-162.597,M,V,4,1,"(Id="""")",None,None
468,468,468,Bremond,388.248,58.63,F,V,6,4,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
469,469,469,Smolnik,-253.345,110.841,G,V,0,3,"(Id=""MWFactionAsset:RepairSystem_16"")",None,None
470,470,470,Trinidad,-226.98,-172.21,G,V,6,3,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
471,471,471,Keeling,-173.754,-217.409,G,V,8,3,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
472,472,472,Harmony,-141.639,-170.624,G,V,8,4,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
473,473,473,Muscida,-139.559,-182.321,G,V,9,2,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
474,474,474,Lamon,-132.325,33.295,M,V,3,1,"(Id="""")",None,None
475,475,475,Laurieston,-106.555,93.527,M,V,4,1,"(Id="""")",None,None
476,476,476,Abadan,-70.319,-95.949,G,V,2,5,"(Id="""")",None,None
477,477,477,Maestu,-35.361,288.914,G,V,5,1,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
478,478,478,Boardwalk,-13.703,-197.583,G,V,5,3,"(Id=""MWFactionAsset:RepairSystem_10"")",None,None
479,479,479,Lothan,-9.837,220.706,G,V,7,2,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
480,480,480,Ovan,30.493,-205.809,M,V,6,2,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
481,481,481,Weekapaug,107.785,-225.435,M,V,6,1,"(Id="""")",None,None
482,482,482,Stein's Folly,159.739,-200.359,K,V,3,1,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
483,483,483,Narellan,170.602,-253.882,M,V,5,1,"(Id=""MWFactionAsset:DavionBorder"")",None,None
484,484,484,Valmiera,188.947,132.044,F,V,6,3,"(Id="""")",None,None
485,485,485,Tripoli,199.553,52.938,K,V,2,2,"(Id="""")",None,None
486,486,486,Marlowe's Rift,234.711,87.839,F,V,2,4,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
487,487,487,Lima,235.741,53.979,G,V,4,3,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
488,488,488,Saunemin,246.078,-56.394,F,V,6,2,"(Id="""")",None,None
489,489,489,Hoff,264.176,36.654,G,III,4,4,"(Id="""")",None,None
490,490,490,Remagen,275.802,-156.154,M,V,4,1,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
491,491,491,Dnepropetrovsk,299.331,168.746,G,V,6,2,"(Id="""")",None,None
492,492,492,Fincastle,323.11,-163.191,K,V,9,1,"(Id="""")",None,None
493,493,493,Rowe,333.189,48.035,M,V,7,1,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
494,494,494,Gambier,381.787,-60.022,K,V,2,2,"(Id="""")",None,None
495,495,495,Norfolk,-221.827,-179.941,M,V,0,5,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
496,496,496,Thermopolis,-215.382,-58.208,M,V,4,1,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
497,497,497,Arcadia (LC),-186.342,-8.057,F,V,6,3,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
498,498,498,Odessa ('The Ruins of Gabriel'),-120.727,185.545,M,V,8,1,"(Id="""")",None,None
499,499,499,Avior,-116.865,-163.191,G,V,9,3,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
500,500,500,Elektrougli,-113.194,-184.105,G,V,1,4,"(Id=""MWFactionAsset:RepairSystem_12"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_11_Blob.Safezone_11_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_11.Safezone_11
501,501,501,Garrison,-103.187,180.382,F,V,1,4,"(Id="""")",None,None
502,502,502,Carstairs,-77.04,139.279,G,V,4,2,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
503,503,503,Vanra,-48.342,-163.191,G,II,5,4,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
504,504,504,Bithinia,-18.878,-178.455,K,V,8,2,"(Id="""")",None,None
505,505,505,Ventabren,3.354,-123.346,G,V,2,1,"(Id="""")",None,None
506,506,506,Dehgolan,5.425,198.997,M,V,8,1,"(Id="""")",None,None
507,507,507,Fukuroi,110.627,134.115,F,V,0,4,"(Id=""MWFactionAsset:RepairSystem_18"")",None,None
508,508,508,Valexa,113.805,-86.807,G,V,6,1,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
509,509,509,Umijiri,123.809,106.452,K,V,1,2,"(Id="""")",None,None
