,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
1865,2075.0,Kokpekty,412.809,302.392,K,V,5,1
1866,2077.0,Sullivan,413.067,-31.071,G,V,1,3
1867,2078.0,Princton,413.314,26.321,G,V,4,3
1868,2079.0,Sturgis,416.942,68.708,K,V,6,1
1869,2080.0,Carvajal,417.122,-435.915,G,V,7,2
1870,2081.0,Rezak's Hole,418.427,339.173,K,V,5,1
1871,2082.0,Suianheer,419.529,246.551,G,V,8,2
1872,2083.0,Armington,420.819,-303.736,K,V,7,1
1873,2084.0,Sylvan,423.147,3.056,F,V,5,3
1874,2085.0,Lihue,424.167,-198.574,F,V,6,3
1875,2086.0,Defiance,424.953,-106.593,G,V,0,7
1876,2088.0,Waipahu,426.507,-187.968,G,V,0,3
1877,2089.0,Mokane,427.022,-23.051,G,V,9,3
1878,2090.0,Csomad,427.282,-292.14,G,V,7,3
1879,2091.0,Tyrrhenia,428.555,-488.473,G,V,2,2
1880,2092.0,Lyceum,428.57,75.958,M,V,5,1
1881,2093.0,Enif,429.094,288.686,F,V,8,4
1882,2094.0,Pascagoula,429.611,57.34,G,V,7,2
1883,2095.0,Weldon,429.601,-92.846,G,V,9,3
1884,2096.0,Alegro,429.841,144.618,G,V,0,4
1885,2097.0,Baxley,432.196,-150.01,K,IV,5,3
1886,2098.0,Hickok,432.187,-4.961,G,V,8,3
1887,2100.0,St. Robert,433.485,-31.328,G,V,7,2
1888,2101.0,Dothan,433.735,-134.245,G,V,4,1
1889,2102.0,Sabanillas,433.735,-176.369,A,III,3,4
1890,2103.0,Brasha,436.566,194.866,G,V,4,4
1891,2104.0,Dindatari,438.548,159.677,K,V,4,1
1892,2105.0,Brookeland,440.204,70.523,K,V,4,1
1893,2106.0,Fuveau,440.454,-232.666,K,V,3,2
1894,2108.0,Morthac,442.736,174.363,F,V,8,3
1895,2109.0,Belle Isle,445.267,-451.75,F,V,4,4
1896,2110.0,De Berry,446.666,62.502,G,V,6,2
1897,2111.0,Kettering,446.672,-97.517,K,V,3,1
1898,2112.0,Perdido,446.666,-113.236,G,V,4,2
1899,2113.0,Tsamma,447.964,-44.769,K,VII,2,4
1900,2114.0,Vicente,448.997,-69.844,F,V,6,4
1901,2115.0,Adrian,449.254,28.13,M,V,3,1
1902,2116.0,Baranda,449.246,-259.031,K,V,6,1
1903,2117.0,Greeley,449.254,40.273,K,V,5,2
1904,2118.0,Milligan's World,450.536,217.364,G,V,3,2
1905,2119.0,Protection,451.843,5.382,G,V,9,2
1906,2120.0,Crestoblus,452.156,102.526,F,V,5,4
1907,2121.0,Redondo,454.679,-213.639,F,V,3,3
1908,2123.0,Hephzibah,457.521,-167.55,F,V,4,3
1909,2124.0,Xenia,457.53,-88.973,K,V,1,2
1910,2125.0,Colchis,458.018,-498.371,K,V,8,1
1911,2126.0,Eustatius,458.045,-198.575,F,V,8,4
1912,2127.0,Shubuta,459.842,-123.343,G,V,1,4
1913,2128.0,Molino,460.355,-134.743,F,V,3,3
1914,2129.0,Hoonaar,460.634,-264.984,G,V,7,2
1915,2130.0,Chanute,463.735,23.474,M,V,3,1
1916,2131.0,Broaddus,465.025,55.784,F,V,7,4
1917,2132.0,Dneiper,465.051,244.219,F,V,4,3
1918,2133.0,Gronholt,466.046,-261.113,F,V,5,4
1919,2134.0,Vackisujfalu,466.311,-286.49,K,V,5,1
1920,2135.0,Quiberas,467.773,174.002,K,V,7,1
1921,2136.0,Nagel,470.969,6.414,G,V,8,2
1922,2137.0,Minette,471.612,-109.702,K,V,1,2
1923,2138.0,Mejicanos,472.251,-181.724,F,V,3,3
1924,2139.0,Adelson,472.766,-245.354,G,V,9,2
1925,2140.0,Prinis Prime,473.216,233.331,K,V,2,1
1926,2141.0,Benedict,473.29,-11.428,M,V,6,1
1927,2142.0,Rushaven,473.579,211.016,M,V,4,1
1928,2143.0,Milligan,475.095,38.728,G,V,3,3
1929,2144.0,Vandalia,477.69,-66.217,F,V,1,4
1930,2145.0,Pajarito,479.751,77.243,G,V,7,2
1931,2146.0,Mitchella,481.006,141.717,G,V,2,2
1932,2147.0,Davisville,481.307,-27.443,G,V,9,2
1933,2148.0,Jaboatao,481.307,-212.055,M,V,5,1
1934,2149.0,Quatre Belle,481.369,156.414,F,IV,4,4
1935,2150.0,Risin,483.557,225.893,K,V,5,1
1936,2151.0,Erod's Escape,483.634,-501.888,G,V,0,5
1937,2152.0,Symsonia,486.738,-95.693,G,V,8,2
1938,2153.0,Hortense,488.03,-144.558,F,V,9,3
1939,2154.0,Coraines,489.546,196.5,F,V,4,4
1940,2155.0,Ramora,491.303,99.048,G,V,3,3
1941,2156.0,Sodertalje,493.977,-235.248,F,V,7,2
1942,2157.0,Banori,494.25,124.118,G,V,4,3
1943,2158.0,Des Arc,496.566,-83.542,M,V,9,1
1944,2159.0,Jordan Wais,496.804,177.265,G,V,6,2
1945,2160.0,Marknick,498.694,-483.195,G,V,0,3
1946,2161.0,Gillingham,500.693,-211.461,F,V,6,3
1947,2162.0,Woodbine,503.68,23.77,G,III,4,5
1948,2163.0,Hoyleton,506.128,-51.745,K,V,8,1
1949,2164.0,Alta Vista,506.635,12.881,M,V,5,1
1950,2165.0,Filtvelt,506.643,-181.529,G,III,5,3
1951,2166.0,Kirbyville,507.158,51.135,F,V,1,3
1952,2167.0,Mishkadrill,509.843,86.018,M,V,7,1
1953,2168.0,Gaul,514.084,-487.592,G,V,8,3
1954,2169.0,Mermentau,521.361,-39.332,K,V,2,2
1955,2170.0,Cogdell,521.902,-141.512,G,V,5,4
1956,2171.0,Crofton,522.914,-78.108,F,V,9,3
1957,2172.0,Sterlington,524.213,53.723,G,V,1,3
1958,2173.0,Kountze,524.467,27.094,M,V,7,1
1959,2174.0,Stratford,526.273,38.988,M,V,4,1
1960,2175.0,Mararn,526.534,-219.982,K,V,8,1
1961,2176.0,Zolfo,527.319,-71.907,F,V,5,4
1962,2177.0,Marielund,527.921,-179.865,K,V,9,1
1963,2178.0,Loparri,528,125.026,G,V,3,2
1964,2179.0,Skepptana,529.901,-191.038,G,V,1,4
1965,2180.0,Diik,531.014,-464.283,G,V,7,3
1966,2181.0,Vibrunum,531.454,-20.722,K,V,1,2
1967,2182.0,Brockton,531.977,-119.184,F,V,0,4
1968,2183.0,Metter,533.26,-98.012,K,V,7,1
1969,2184.0,Rudolpho,533.989,156.594,K,V,4,1
1970,2185.0,Broken Wheel,534.29,-173.501,G,V,0,5
1971,2186.0,Delacambre,539.708,4.872,G,V,0,4
1972,2187.0,Morven,544.367,-147.132,G,V,6,2
1973,2188.0,Lackland,546.474,-173.797,G,V,9,4
1974,2189.0,Praxton,547.409,131.739,M,V,1,1
1975,2190.0,Oscar,548.604,-451.75,F,V,5,3
1976,2191.0,Neosho,549.801,-25.64,K,V,5,1
1977,2192.0,Hahira,550.062,-100.644,M,V,8,1
1978,2194.0,Humansville,552.89,-32.356,F,V,8,4
1979,2195.0,Shawnee,552.906,-65.444,G,V,5,5
1980,2196.0,McRae,553.176,-84.574,K,V,7,1
1981,2197.0,Inman,556.02,7.187,G,V,3,2
1982,2198.0,Farnsworth,561.438,31.491,G,V,7,3
1983,2199.0,Memphis,562.206,-141.68,M,V,4,1
1984,2200.0,Ebro,563.759,-129.592,K,V,9,1
1985,2201.0,Sherwood,563.751,-118.685,M,V,3,1
1986,2202.0,Lastpost,565.533,-444.159,F,V,9,4
1987,2203.0,Rentz,570.493,-98.012,K,V,7,1
1988,2204.0,Trimaldix,571.729,131.737,G,V,3,2
1989,2205.0,Kilbourne,571.776,43.643,K,V,4,2
1990,2206.0,Offerman,573.321,-52.26,G,V,7,2
1991,2207.0,Thibodaux,576.165,-7.54,F,V,5,3
1992,2209.0,Chenier,580.569,-41.409,K,V,5,1
1993,2210.0,Arnaudville,583.659,36.658,F,V,6,3
1994,2211.0,Ferris (OA),583.667,126.868,G,V,6,2
1995,2212.0,Beaumont,583.944,39.755,K,V,3,2
1996,2213.0,Rosepine,584.182,-22.793,G,V,1,3
1997,2214.0,Anjin Muerto,586.511,-78.111,M,V,9,1
1998,2215.0,Pattison,587.659,54.501,G,V,1,3
1999,2217.0,Valasha,588.776,93.273,M,V,6,1
2000,2218.0,Bassfield,588.832,4.872,G,V,5,3
2001,2219.0,Tangipahoa,589.347,-21.506,K,V,5,1
2002,2220.0,Baliggora,590.773,154.367,M,V,4,1
2003,2221.0,Boondock,590.899,21.414,K,V,7,1
2004,2223.0,Raldamax,596.397,141.353,M,V,5,1
2005,2225.0,Abbeville,605.903,-39.852,F,V,2,4
2006,2226.0,Okefenokee,606.925,-67.511,G,V,5,4
2007,2227.0,Cohay,610.039,11.331,G,V,2,1
2008,2228.0,Millray,610.546,31.752,F,V,9,4
2009,2230.0,Hivrannee,626.057,-5.99,K,V,5,1
2010,2231.0,Kentwood,627.34,-20.204,K,V,4,1
2011,3450.0,JP-H-405,580,-175,None,,0,
2012,3451.0,JP-W-395,595,-200,None,,0,
2013,3452.0,JP-V-405,620,-215,None,,0,
2014,3453.0,JP-S-425,645,-220,None,,0,
2015,3454.0,JP-R-381,668,-287,None,,0,
2016,3455.0,JP-X-348,648,-300,None,,0,
2017,3456.0,JP-K-315,635,-320,None,,0,
2018,3457.0,JP-H-664,658,6,None,,0,
2019,3458.0,JP-C-719,679,40,None,,0,
2020,3459.0,JP-V-707,646,61,None,,0,
2021,3460.0,JP-AA-632,520,112,None,,0,
2022,3461.0,JP-M-774,455,289,None,,0,
2023,3462.0,JP-AA-730,468,262,None,,0,
2024,3463.0,HD-276914,390,420,None,,0,
2025,3464.0,HD-417328,390,440,None,,0,
2026,3465.0,JP-P-59,406,-347,None,,0,
2027,3466.0,JP-X-29,362,-391,None,,0,
2028,3467.0,JP-L-18,402,-420,None,,0,
2029,3468.0,JP-J-47,374,-421,None,,0,
2030,3469.0,JP-L-37,428,-465,None,,0,
2031,3470.0,JP-F-35,448,-483,None,,0,
2032,3471.0,JP-A-109,339,-448,None,,0,
2033,3472.0,JP-AA-64,416,-480,None,,0,
2034,3473.0,JP-H-158,294,-452,None,,0,
2035,3474.0,JP-I-160,269,-429,None,,0,
2036,3475.0,JP-B-240,210,-450,None,,0,
2037,3476.0,JP-S-273,227,-500,None,,0,
2038,3477.0,JP-B-276,210,-486,None,,0,
2039,3478.0,JP-I-402,61,-463,None,,0,
2040,3479.0,JP-I-408,35,-443,None,,0,
2041,3480.0,JP-L-400,90,-490,None,,0,
2042,3481.0,JP-T-462,20,-482,None,,0,
2043,3482.0,JP-W-560,-55,-505,None,,0,
2044,3483.0,JP-D-657,-178,-479,None,,0,
2045,3484.0,JP-S-710,-215,-495,None,,0,
2046,3485.0,JP-AA-756,-260,-496,None,,0,
2047,3486.0,JP-E-736,-255,-481,None,,0,
2048,3487.0,JP-G-690,-305,-385,None,,0,
2049,3488.0,JP-S-677,-397,-280,None,,0,
2050,3489.0,JP-P-815,-452,-363,None,,0,
2051,3490.0,JP-G-657,-461,-196,None,,0,
2052,3491.0,JP-AA-604,-494,-110,None,,0,
2053,3492.0,JP-S-305,-475,170,None,,0,
2054,3493.0,JP-H-287,-486,199,None,,0,
2055,3494.0,JP-K-241,-457,216,None,,0,
2056,3495.0,JP-Q-39,-399,360,None,,0,
2057,3496.0,JP-O-329,-167,496,None,,0,
2058,3497.0,HD-389202,370,485,None,,0,
2059,3498.0,HD-348126,370,510,None,,0,
2060,3499.0,HD-367482,350,530,None,,0,
2061,3500.0,HD-438297,345,552,None,,0,
2062,3501.0,HD-384971,380,465,None,,0,
2063,,Aalzorg,583.881,256.931,G,V,9,2
2064,,Able's Glory,-539.23,124.7,F,V,5,4
2065,,Aboukir,-419.964,287.637,K,V,6,1
2066,,Abushiri,-267.585,326.475,K,V,2,2
2067,,Achilles,44.858,-132.111,K,V,2,2
2068,,Achnoly,638.819,199.142,K,V,5,1
2069,,Achton,632.323,190.916,F,V,1,3
2070,,Acoma,224.416,-62.259,F,V,1,4
2071,,Adhafera,-105.278,-51.227,G,V,3,2
2072,,Adhara (Trip 3040+),-123.314,-468.96,G,V,4,3
2073,,Adler,155.257,-210.669,G,V,5,2
2074,,Adrar,-4.382,-409.233,G,V,6,2
2075,,Aer (Finnalon 2822+),55.145,-187.635,F,V,7,4
2076,,Afleir,-51.281,-2.977,M,V,6,1
2077,,Aggstein,219.606,-203.11,M,V,4,1
2078,,Agmond (Bornal 3130+),395.843,-140.358,M,V,8,1
2079,,Aigle,-234.767,-19.069,M,V,6,1
2080,,Albaracht,492.596,-458.249,G,V,9,2
2081,,Albion (Clan),-50.167,1792.145,K,V,1,2
2082,,Albion (LC),-284.426,143.518,G,V,6,3
2083,,Aldrecht,150.833,88.192,M,V,4,1
2084,,Alexandria (CC),110.827,-356.104,G,V,0,3
2085,,Alexandria (LC),-57.639,115.993,M,V,4,3
2086,,Alexandrian Covenant,-126.584,-785.92,K,V,6,1
2087,,Alfirk,588.602,454.172,K,V,4,1
2088,,Alktral,724.382,250.53,K,V,9,1
2089,,Alnadal,157.309,20.188,F,V,6,4
2090,,Alphard (FWL),-65.403,-52.005,M,V,9,1
2091,,Alta,-191.246,-218.099,F,V,3,3
2092,,Alto,106.484,-194.18,F,V,0,4
2093,,Altoona (FS),550.569,-4.176,K,V,7,1
2094,,Altoona (LC),-256.607,-6.274,F,V,4,3
2095,,Ambatomainty,701.409,175.022,M,V,7,1
2096,,Amber,281.994,-377.916,G,V,8,3
2097,,Ambrose,-226.176,427.523,K,V,4,1
2098,,Ammon,624.274,213.175,K,V,1,2
2099,,Amu Darya,33.408,-338.234,F,V,1,3
2100,,Anaea,141.276,-115.621,K,V,8,1
2101,,Anatolia (Pillory 3130+),-432.787,276.444,M,V,6,1
2102,,Andelys,455.043,-58.519,F,V,7,4
2103,,Andiron (Helbrent 3025-),-424.484,-47.393,K,V,4,1
2104,,Angell II,-98.231,-84.059,G,V,5,2
2105,,Angelsey,124.219,-88.218,G,V,0,3
2106,,Anglia,994.46,204.918,F,V,7,4
2107,,Angra,390.616,-361.187,M,V,6,1
2108,,Anklan,-862.507,780.81,F,V,8,3
2109,,Annwyn,-297.183,71.295,G,V,3,3
2110,,Antallos (Port Krin),463.228,281.417,K,IV,4,3
2111,,Antias,-33.238,-385.416,F,V,7,3
2112,,Antwerp,-669.491,870.414,G,V,7,5
2113,,Aodh,-40.211,-195.324,K,V,3,1
2114,,Aomen,-18.813,-323.119,G,V,9,1
2115,,Aosia,112.622,-141.194,F,V,7,4
2116,,Apinzel,-447.893,113.685,G,V,3,2
2117,,Appian,44.177,-466.73,F,V,6,4
2118,,Apsalar,-121.355,562.115,F,V,9,3
2119,,Aquagea,-56.903,-402.982,G,V,1,3
2120,,Aquavita,-296.538,59.907,G,V,9,3
2121,,Aquileia,-88.444,-27.883,K,V,7,1
2122,,Aragon,-667.891,1127.933,M,V,7,1
2123,,Arcadia (Clan),-115.655,1608.8,G,V,7,1
2124,,Arcadia (FS),253.738,-88.601,M,V,3,1
2125,,Arcadia (LC),-186.342,-8.057,F,V,6,3
2126,,Argondale,-943.157,-574.845,M,V,4,1
2127,,Arlanda,-300.534,380.651,G,V,7,1
2128,,Armstrong,-488.302,12.607,G,V,8,2
2129,,Arn (Jia Tian 3130+),-29.949,-419.973,F,V,6,4
2130,,Arromanches,431.227,36.681,M,V,6,1
2131,,Artru,165.999,-469.811,G,V,6,3
2132,,Arundel,595.209,-121.347,M,V,7,1
2133,,Asturias,-719.505,1103.647,G,V,6,5
2134,,Athna,-27.056,-354.266,M,V,1,1
2135,,Atreus (Clan),71.811,1734.247,G,VI,6,3
2136,,Atreus (FWL),-191.068,-163.776,F,V,4,3
2137,,August,-124.018,-115.591,F,V,8,3
2138,,Aurigae,868.618,-1226.974,F,V,9,4
2139,,Austerlitz (Scauld 3130+),-432.673,306.258,F,V,0,4
2140,,Avranches,324.654,102.398,K,V,3,2
2141,,Awyron,-265.18,411.661,G,V,7,2
2142,,Azur,651.303,257.747,M,V,7,1
2143,,Babylon,-123.508,1600.89,G,V,7,2
2144,,Badlands,421.692,-354.196,F,V,2,4
2145,,Baggville,-308.21,330.433,F,V,8,4
2146,,Bahl's Retreat,149.799,-163.6,K,V,1,2
2147,,Balkan,-32.847,85.031,G,V,3,1
2148,,Ballad II,-269.75,-465.071,G,V,4,2
2149,,Ballentine,236.552,21.565,M,V,4,1
2150,,Baltar,488.635,-362.6,K,V,5,1
2151,,Baltazar III (Himmels 3025-),-440.091,-59.547,F,V,5,3
2152,,Bamburgh,607.345,-136.463,K,V,9,1
2153,,Banfora,-98.055,-349.684,M,V,2,1
2154,,Bannerhoft,550.561,285.392,G,V,8,3
2155,,Barahona,684.662,284.052,K,V,3,2
2156,,Barcella,-23.703,1896.374,G,III,6,3
2157,,Barlow's Folly (Cussar 2864-),173.189,66.905,M,V,4,1
2158,,Bartrock,590.654,-148.154,K,V,3,1
2159,,Battaraigi,-193.914,495.747,G,V,9,3
2160,,Bayeux,551.924,-52.639,F,V,9,4
2161,,Bayis II,-254.159,166.531,G,V,2,2
2162,,Bearclaw,149.39,1723.536,A,V,6,2
2163,,Beauvais,-500.213,204.073,F,V,2,3
2164,,Beckars,-510.097,128.988,K,V,9,1
2165,,Beehive Cluster,-405.294,-709.228,F,V,7,2
2166,,Beils,155.176,190.344,K,V,6,1
2167,,Belacruz,378.019,179.122,K,V,8,1
2168,,Belamor (Zanzor 2822+),61.806,-293.804,G,V,8,2
2169,,Belgae,955.575,211.301,K,V,1,2
2170,,Bell (CC),104.163,-109.868,A,V,8,10
2171,,Bell (OA),535.241,221.311,G,V,1,3
2172,,Bella I,-259.291,-44.251,K,V,3,1
2173,,Belluevue,-0.03,-79.895,K,V,3,1
2174,,Benet III,262.877,58.113,M,V,5,3
2175,,Beowulf,-124.146,507.223,K,V,8,1
2176,,Bergen,-767.753,741.897,M,V,4,1
2177,,Bergtatt,117.216,-375.025,G,V,6,3
2178,,Beta Mensae V,317.163,129.199,A,V,4,5
2179,,Beta Regulus II,-201.451,276.407,G,V,5,2
2180,,Beta Salandor,1256.478,-448.978,F,V,3,3
2181,,Beta VII,-154.824,384.33,B,V,0,7
2182,,Bex,32.245,-46.081,F,V,5,2
2183,,Bhaktapur,24.475,-78.52,M,V,8,1
2184,,Bhykov,70.051,-228.303,M,V,6,1
2185,,Biegga,-189.757,382.354,M,V,1,1
2186,,Bilma,111.212,321.113,M,V,2,1
2187,,Blandou,120.873,-280.959,K,V,8,1
2188,,Blantleff (Dersidatz 3025-),-467.612,-115.768,K,V,9,1
2189,,Blida,168.303,-240.211,G,V,9,2
2190,,Blommestein,724.778,222.868,F,V,6,4
2191,,Blue Sava,-33.31,-66.814,F,V,8,4
2192,,Blueys,601.61,296.35,G,V,7,2
2193,,Boara,-310.769,481.44,K,V,9,1
2194,,Bodnath,157.54,-259.22,G,V,0,4
2195,,Boeotia,160.821,-136.233,K,V,1,2
2196,,Bogerth,67.938,-256.43,F,V,2,4
2197,,Bogrib,-139.179,-305.873,G,V,1,3
2198,,Bonaire,-44.042,-96.418,K,V,3,2
2199,,Borka,-56.598,-325.638,M,V,0,1
2200,,Bossangoa,731.853,277.423,F,V,6,4
2201,,Bothwell,482.576,23.941,G,V,6,2
2202,,Bougie,-505.773,215.463,F,V,1,4
2203,,Boulsi,778.124,189.993,F,V,8,2
2204,,Braben's Frontier,580.482,206.47,M,V,8,1
2205,,Brabent,174.029,-192.577,F,V,7,2
2206,,Branzoll,207.085,-175.168,F,V,1,3
2207,,Braum,103.719,-315.56,K,V,5,1
2208,,Braunschweig,-687.588,850.591,F,V,4,4
2209,,Bremen (HL),-792.652,807.085,G,V,3,4
2210,,Bremen (RWR),-472.113,338.415,K,V,9,1
2211,,Brest,30.759,-303.5,K,V,9,1
2212,,Brim,-24.525,1768.565,F,II,9,4
2213,,Bringdam,101.458,-409.107,K,V,5,1
2214,,Brinton,134.638,-411.522,G,V,6,5
2215,,Brocchi's Cluster (40),160.691,387.513,K,V,6,1
2216,,Brownsville,6.466,-29.788,K,V,3,2
2217,,Bruges,-787.026,886.42,M,V,5,1
2218,,Brundams,-1877.428,-441.992,K,V,9,1
2219,,Burnt Rock,-328.509,191.528,G,V,9,3
2220,,Bushmill,3.025,329.358,M,V,0,1
2221,,Bye's Ship,-250.981,-493.657,G,V,9,3
2222,,Cabanatuan,292.485,448.092,G,V,8,2
2223,,Cadela,426.669,-390.876,K,V,6,1
2224,,Cadiz (DC),122.004,149.102,G,V,0,3
2225,,Caerlaverock,488.177,43.475,F,V,9,2
2226,,Caesaera,233.978,356.372,G,V,3,2
2227,,Caesar's Crown,-636.13,-196.257,G,V,0,4
2228,,Caillinius,-130.967,540.409,F,V,5,3
2229,,Calchedon,-366.936,-96.04,F,V,6,3
2230,,Caledea,-283.323,215.575,G,V,3,2
2231,,Calingasta,670.847,182.793,G,V,6,3
2232,,"Calish (Calish II, III)",457.6,159.587,M,V,8,1
2233,,Callisto V,-156.589,123.798,B,V,9,5
2234,,Calloway VI,-58.168,-199.567,F,V,5,6
2235,,Calvados,-459.055,-6.629,G,V,4,3
2236,,Cambridge,-301,640,F,V,5,3
2237,,Canopus IV,-147.166,-394.997,F,IV,5,4
2238,,Capricorn III,87.616,-186.38,F,V,9,3
2239,,Caracol,273.349,398.823,M,V,6,1
2240,,Carcassonne,380.381,18.128,K,V,6,1
2241,,Carcri,701.769,-110.366,G,V,5,3
2242,,Cardff,-377.873,-5.998,G,V,8,2
2243,,Caria,157.768,-125.011,K,V,7,1
2244,,Carmelita,749.431,237.95,F,V,9,3
2245,,Carnac,233.807,-24.011,F,V,1,4
2246,,Carver V (Liberty 3063+),-5.436,-20.722,M,V,5,5
2247,,Castile,-657.867,1108.36,G,V,2,4
2248,,Catroxx,-90.857,-36.364,K,V,1,2
2249,,Cavanaugh II,-307.125,-52.558,M,II,9,4
2250,,Cayuga,-280.178,-513.855,F,V,6,4
2251,,Ceará,-221.311,-322.913,K,V,0,1
2252,,Ceiba,720.2,266.605,K,V,1,2
2253,,Celebes,118.075,75.829,M,V,7,1
2254,,Centavido,257.724,-368.727,K,V,0,2
2255,,Cephei,688.652,-80.35,K,V,1,2
2256,,Ceram,-518.535,171.094,M,V,0,1
2257,,Cerignola,-328.01,-286.324,G,V,8,3
2258,,Ceuta,-538.748,199.654,K,V,7,1
2259,,Chaffee (DP),275.835,-1758.012,F,V,7,3
2260,,Chaffee (LC),-95.395,82.416,F,V,6,3
2261,,Chaine Cluster (7),-235.003,568.796,K,V,5,1
2262,,Chara (Pacifica),-29.214,6.414,G,V,2,3
2263,,Charleywood,275.718,-21.722,G,V,5,2
2264,,Chaumont,360.585,17.213,K,V,2,2
2265,,Chaville,17.398,46.931,M,V,9,1
2266,,Chengdu,-29.575,-170.358,G,V,0,2
2267,,Chennai,10.046,-374.191,M,V,8,1
2268,,Chillon,227.851,-242.96,K,V,4,1
2269,,Chimpaw,45.162,154.465,M,V,3,1
2270,,Chita,-489.077,290.188,K,V,0,2
2271,,Chitwan,18.749,-172.42,M,V,1,1
2272,,Choex,-454.406,-44.649,F,V,4,3
2273,,Chota,186.624,-21.95,G,V,7,3
2274,,Chouli,169.583,-287.756,G,V,6,2
2275,,Christiania,17.531,366.005,F,V,7,3
2276,,Chukchi III,-180.694,90.425,G,V,5,3
2277,,Cilvituk,-493.401,225.665,F,V,3,3
2278,,Circe,-122.574,1614.831,G,Ia,2,1
2279,,Clayborne II (Green Stone 3025-),-405.913,-79.963,K,V,6,1
2280,,Colleen,-146.566,1837.816,G,V,7,3
2281,,Conley's Patch,-220.211,205.816,F,V,3,4
2282,,Conwy,77.664,-71.325,M,V,7,1
2283,,Cooperland,567.72,-266.091,G,V,8,3
2284,,Coopertown,-301.667,-455.141,G,V,8,2
2285,,Corfu,63.565,322.264,G,V,6,3
2286,,Cork,525.584,66.453,F,V,5,4
2287,,Coromodir,92.158,-466.511,G,V,3,6
2288,,Corridan IV,-38.014,121.453,G,V,4,4
2289,,Courtney,283.732,4.847,G,V,6,3
2290,,Coyle,636.799,170.182,G,V,2,1
2291,,Cranston,-211.47,-336.729,M,V,3,1
2292,,Crawford,205.865,-276.17,K,V,1,1
2293,,Cree,-189.457,-247.497,F,V,0,4
2294,,Cresson,-269.816,-483.923,G,V,0,4
2295,,Crichton,589.252,226.772,M,V,6,1
2296,,Cryfder,-153.289,493.887,F,V,5,3
2297,,Culmia,544.081,240.757,M,V,8,1
2298,,Custozza,-544.644,355.231,G,V,6,2
2299,,Cygnus,-7.084,-500.136,M,V,5,1
2300,,Córdoba,-689.778,1152.488,K,V,3,2
2301,,Dagda (Clan),-132.266,1603.856,K,V,4,3
2302,,Dagda (LC),-225.943,101.604,F,V,4,3
2303,,Dahar IV,279.421,20.112,M,V,8,4
2304,,Dalian,-57.584,-267.289,F,V,2,4
2305,,Dalmantia,221.365,166.525,M,V,5,1
2306,,Dania,943.977,203.809,K,V,2,2
2307,,Danli,667.385,273.411,F,V,0,3
2308,,Dansur,-74.923,-315.105,G,V,7,2
2309,,Danzig,-642.943,847.98,M,V,0,1
2310,,Daol,146.776,-335.259,M,V,4,1
2311,,"Davetal (Davetal II, III)",271.495,-446.983,F,V,5,2
2312,,Ddraig,750.889,151.599,K,V,8,1
2313,,Death's Gaze Cluster,487.197,-1708.993,K,V,6,1
2314,,Declan II,362.876,-20.348,G,V,3,2
2315,,Delagoa,-431.528,360.363,K,V,8,1
2316,,Delios,-16.762,1804.928,G,III,6,2
2317,,Delos IV,613.405,59.926,F,V,3,4
2318,,Derby,-488.478,275.331,M,V,7,1
2319,,Desolate Plains,207.01,-361.318,F,V,4,4
2320,,Devil's Breath,509.764,226.297,G,V,9,3
2321,,Deweidewd,-107.279,283.248,K,V,3,1
2322,,Dhaulgiri,137.384,-279.604,F,V,4,3
2323,,Dichell,-267.351,514.625,K,V,3,1
2324,,Diedre's Den (Iolas 3025-),-417.614,-62.53,K,V,3,1
2325,,Dieudonné,-75.224,-25.895,F,V,3,2
2326,,Dili,-55,-299.3,M,V,6,1
2327,,Dirk's Gulf,228.925,-145.657,F,V,2,4
2328,,Dirkel,-110.19,522.42,K,V,4,1
2329,,Doggerbank,-994.668,-280.913,K,V,5,1
2330,,Dol,232.279,-159.966,M,V,7,1
2331,,Domeyko,679.846,229.542,G,V,1,4
2332,,Doneval II,198.781,8.744,K,V,3,2
2333,,Dorian's Tears,-1129.019,411.589,M,V,3,1
2334,,Dorpat,-731.932,884.287,G,V,6,3
2335,,Dortmund,-733.282,782.477,G,V,4,3
2336,,Dove,33.666,178.549,G,V,0,3
2337,,Dowles,117.001,-207.462,K,V,8,1
2338,,Drachenfeld,1182.589,-105.931,M,V,2,1
2339,,Dralkig,516.624,113.395,F,V,7,3
2340,,Dreadlord,566.112,151.565,F,V,7,4
2341,,Dresden,-202.799,81.307,F,V,5,2
2342,,Dromini VI,-20.939,66.122,K,IV,8,6
2343,,Du Lac,344.556,-162.65,F,V,5,3
2344,,Duantia,-339.997,57.921,G,V,0,3
2345,,Dumassas,428.872,-321.741,F,V,7,4
2346,,Dunkerque,272.432,-196.85,K,V,3,1
2347,,Dunklewälderdunklerflüssenschattenwelt (Bob 2822+),440.689,243.842,M,V,2,1
2348,,Durabon,-279.793,-441.329,F,V,4,3
2349,,Duxford,569.558,12.634,G,V,7,2
2350,,Duxfort,203.509,350.887,K,V,5,1
2351,,Dì-fang,-9.65,-297.47,M,V,9,1
2352,,Eagle Rest,-244.105,-549.928,K,V,0,2
2353,,Eden,-133.451,1613.747,F,Ib,4,1
2354,,Edirne (Brank 3130+),-462.404,290.917,K,V,2,2
2355,,Eigerland,572.236,187.147,M,V,1,1
2356,,Eion,-357.161,-122.853,M,V,0,1
2357,,Ejeda,734.348,140.461,G,V,2,2
