,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
2173,Park Place,-29.471,-110.958,F,V,2,4
2174,Parma,359.813,-52.26,F,II,2,5
2175,Parvan,-465.129,142.848,M,V,6,1
2176,Pascagoula,429.611,57.34,G,V,7,2
2177,Pasemah,-513.09,180.875,K,V,9,1
2178,Pasig,-165.232,332.632,G,V,8,2
2179,Patan,92.955,-261.969,K,V,3,2
2180,Pattison,587.659,54.501,G,V,1,3
2181,Pattonsbrug,377.137,-5.995,M,V,7,1
2182,Paulding,305.003,-101.143,F,V,2,2
2183,Paulinus,-481.258,-254.712,G,V,3,3
2184,Paulus Prime,-73.035,480.162,M,V,8,1
2185,Pavia,-65.72,-112.027,K,V,2,2
2186,Paxon,-70.799,1879.644,K,III,9,4
2187,Payia,35.24,-406.484,M,V,0,1
2188,Payvand,-202.4,-317.216,F,V,2,4
2189,Peabody,330.604,-23.569,M,V,7,1
2190,Peacock,136.476,183.999,F,V,0,4
2191,Pec,-156.612,-224.803,K,V,4,1
2192,Pegasi,677.614,-134.353,M,V,5,1
2193,Pell,16.092,-334.88,G,V,9,3
2194,Pella II,-30.504,-227.021,G,V,6,2
2195,Pencader,-350.486,-52.774,K,V,2,2
2196,Penobscot,-332.942,-45.795,G,V,7,3
2197,Pentvar,131.659,-301.133,G,V,1,4
2198,Perdido,446.666,-113.236,G,V,4,2
2199,Perdition,306.955,-356.676,G,V,6,5
2200,Perkasie,130.788,-143.764,F,V,2,4
2201,Pernik,-83.626,-335.943,G,V,9,2
2202,Persistence,-106.256,406.305,G,V,5,1
2203,Pesht,206.144,309.913,F,V,7,3
2204,Petrolia,308.115,-70.36,G,V,6,3
2205,Phact,10.848,-139.898,M,V,5,1
2206,Phalan,-19.908,134.372,F,V,2,4
2207,Phecda,-74.451,-1.595,A,V,0,3
2208,Pherkad,-142.138,170.817,M,V,3,1
2209,Philadelphia,191.536,208.818,G,V,7,2
2210,Piedmont,79.399,77.759,G,IV,6,2
2211,Pierce,343.011,-310.477,K,V,3,2
2212,Pietermaritzburg,193.954,-288.536,M,V,7,1
2213,Pike IV,20.153,39.24,K,IV,9,4
2214,Pilkhua,33.593,206.231,F,V,6,4
2215,Pilon,778.425,199.976,K,V,1,2
2216,Pilpala,-23.534,-375.392,K,V,6,1
2217,Pinard,173.962,-389.373,G,V,8,2
2218,Pingree,-201.608,-64.927,G,V,1,4
2219,Pinnacle,71.843,430.888,F,V,9,3
2220,Pioche,-392.36,-497.51,G,V,1,4
2221,Pirates Haven (50) (Badlands Cluster 3025-),424.959,-349.827,F,V,4,3
2222,Piriapolis,-98.755,-358.351,M,V,8,1
2223,Pitkin,492.678,76.984,F,V,9,3
2224,Placida,-117.687,490.786,F,V,0,3
2225,Planting,-53.786,364.691,M,V,9,1
2226,Plataea,113.108,-122.491,G,V,1,4
2227,Pleiades Cluster (100),216.353,-319.595,G,V,7,2
2228,Pleione,51.435,-79.668,M,VI,8,3
2229,Pliska,-48.314,-65.598,F,V,0,4
2230,Plymouth,344.044,-68.804,F,V,0,3
2231,Pobeda,-244.82,189.173,G,V,9,3
2232,Pocologan,-422.147,166.162,K,V,2,2
2233,Point Barrow,362.915,-129.79,K,V,4,2
2234,Pojos,85.025,-377.176,G,V,8,2
2235,Pokhara,62.356,16.823,G,V,0,3
2236,Polcenigo,109.071,374.798,F,V,1,3
2237,Pollux,-31.545,-15.558,G,V,4,3
2238,Pomme De Terre,56.332,362.877,K,V,7,1
2239,Pompey,-430.469,-320.684,G,V,4,3
2240,Pondicherry,401.688,239.059,G,V,9,2
2241,Porrima,-113.987,139.279,K,V,3,2
2242,Port Arthur,131.569,255.343,G,V,8,3
2243,Port Moseby,3.354,160.222,F,V,9,4
2244,Porthos,90.209,475.924,G,V,8,2
2245,Portland,91.271,-508.604,G,V,3,2
2246,Potwin,307.6,-19.95,K,V,7,1
2247,Poulsbo,-375.354,-63.641,F,V,4,4
2248,Poznan,62.546,-81.213,G,III,6,4
2249,Prato,-335.322,-225.432,G,V,4,2
2250,Praxton,547.409,131.739,M,V,1,1
2251,Predlitz,43.684,354.607,G,V,1,2
2252,Premana,-366.536,61.473,M,V,1,1
2253,Pressby,-215.295,-14.879,K,V,9,1
2254,Pressville,-550.938,335.753,M,V,4,1
2255,Preston (CC),13.177,-214.037,F,V,6,3
2256,Preston (FWL),-223.908,-71.133,F,V,2,4
2257,Primus,39.543,-320.091,M,V,9,1
2258,Principia,-0.016,-357.85,F,IV,5,4
2259,Princton,413.314,26.321,G,V,4,3
2260,Prinis Prime,473.216,233.331,K,V,2,1
2261,Priori,3.761,1807.901,K,II,0,7
2262,Prix,38.243,-328.313,G,V,3,2
2263,Procyon,-5.043,-11.064,F,V,5,3
2264,Promised Land,-304.298,-72.418,G,V,8,2
2265,Propus,-12.415,-183.807,G,V,0,3
2266,Proserpina,158.215,34.295,K,V,2,4
2267,Protection,451.843,5.382,G,V,9,2
2268,Prydain,-269.754,247.101,F,V,6,4
2269,Pula,269.227,-230.898,G,V,0,3
2270,Purvo,59.693,-258.832,G,V,3,3
2271,Pusht-i-rud,372.724,348.637,F,V,7,4
2272,Puttalam,736.804,184.386,G,V,4,2
2273,Périgueux,342.594,82.485,F,V,3,4
2274,Qalzi,161.826,-436.823,F,V,3,3
2275,Qanatir,-377.138,256.899,M,V,7,1
2276,Qandahar,317.971,358.116,G,IV,0,3
2277,Qarahta,-336.016,226.91,G,V,4,2
2278,Qualip (Kerensky's Vision 3130+),-72.643,189.27,F,V,7,4
2279,Quantraine,455.618,205.207,G,V,4,4
2280,Quarell,-30.504,232.596,M,V,2,1
2281,Quatre Belle,481.369,156.414,F,IV,4,4
2282,Quelimane,-471.116,380.655,K,V,1,2
2283,Quemoy,44.459,-151.496,K,V,1,1
2284,Quentin,46.002,12.361,K,IV,9,7
2285,Quiberas,467.773,174.002,K,V,7,1
2286,Quilino,-323.626,154.536,M,V,9,1
2287,Quimberton,83.224,-359.395,K,V,6,1
2288,Quimper,308.468,-138.83,M,V,1,1
2289,Quimper (Chirac 3130+),380.419,-239.333,M,V,8,1
2290,Quincy,347.414,-33.904,G,V,8,2
2291,Quines,725.824,238.054,F,V,5,4
2292,Quittacas,157.935,-219.787,K,V,6,1
2293,Qurayyat,-403.504,225.102,K,V,1,1
2294,RWR Outpost #11,777.948,-1438.221,F,V,8,4
2295,RWR Outpost #27,-753.184,444.833,F,V,1,4
2296,RWR Outpost #4,1721.913,424.912,G,V,7,2
2297,RWR Outpost #7,1629.669,-73.499,F,V,4,3
2298,Raballa,21.709,-157.74,F,V,5,7
2299,Radlje,57.63,376.842,G,V,5,2
2300,Radostov,-308.163,43.904,M,V,5,1
2301,Radstadt,41.368,316.631,G,III,5,3
2302,Raetia,575.214,245.55,K,V,9,1
2303,Ragusa,-99.44,-193.798,G,V,4,2
2304,Rahne,-141.926,9.284,G,V,7,4
2305,Rajkot,-374.562,-21.248,G,V,7,2
2306,Raldamax,596.397,141.353,M,V,5,1
2307,Raman,161.553,9.261,K,V,2,2
2308,Ramen II,-28.01,-152.955,K,V,3,2
2309,Ramgarh,391.866,224.844,F,V,1,3
2310,Ramona,329.056,-38.305,G,V,2,2
2311,Ramora,491.303,99.048,G,V,3,3
2312,Ramsau,-0.273,222.518,F,V,2,4
2313,Randar,61.773,-175.778,K,V,0,2
2314,Randis IV (Hope IV 2988-),621.542,-342.98,M,V,1,4
2315,Raphael,45.232,-314.88,K,V,8,1
2316,Rapla,-411.541,83.452,F,V,6,4
2317,Rasalas,-150.76,-93.88,K,V,3,1
2318,Rasalgethi,-41.881,212.179,M,Ia,9,6
2319,Rasalhague,39.275,389.766,K,V,4,6
2320,Rastaban,-33.617,262.84,G,V,7,3
2321,Recife,-286.656,274.218,K,V,5,1
2322,Redfield,140.093,-212.747,K,IV,5,3
2323,Redondo,454.679,-213.639,F,V,3,3
2324,Reese Station,-292.595,170.817,M,V,0,1
2325,Refuel Base Gamma,-1098.46,-238.28,K,V,8,1
2326,Regis Roost,153.512,-442.234,G,V,0,3
2327,Regulus,-152.066,-180.024,K,III,6,4
2328,Reinbak,-112.097,-522.298,K,V,0,3
2329,Reinhardstein,192.122,-111.27,G,V,6,3
2330,Reisling's Planet,175.765,80.602,G,V,7,3
2331,Reisterstown,315.608,-149.211,G,V,9,3
2332,Relevow,70.306,-188.267,F,V,1,4
2333,Remagen,275.802,-156.154,M,V,4,1
2334,Remshield,97.445,-139.898,F,V,9,2
2335,Remulac,-73.163,-39.335,F,V,8,3
2336,Renfield,222.821,-385.176,K,V,8,1
2337,Rennes,507.261,-200.59,K,V,5,1
2338,Renorsal,616.804,262.981,G,V,0,3
2339,Renown,41.604,-397.893,K,V,0,3
2340,Renren,-177.376,407.084,K,V,2,2
2341,Rentz,570.493,-98.012,K,V,7,1
2342,Repulse,16.271,-397.1,M,V,4,1
2343,Rest Stop,801.738,326.975,F,V,6,3
2344,Restitution,-204.963,-344.969,K,V,6,1
2345,Revel,-400.913,-232.134,F,V,1,4
2346,Revivim,-403.306,18.309,F,V,6,3
2347,Rexburg,-199.524,-69.844,M,V,4,1
2348,Reykavis,-418.98,-200.614,F,V,7,2
2349,Rezak's Hole,418.427,339.173,K,V,5,1
2350,Rhodos (Runrig 2822+),48.925,-217.144,K,V,6,1
2351,Richmond,130.778,455.449,G,V,4,3
2352,Richvale,-275.843,175.209,F,V,7,4
2353,Ridderkerk,-46.273,351.246,F,V,1,4
2354,Ridgebrook,201.357,-319.595,K,V,8,1
2355,Riga,-863.429,860.108,F,V,0,4
2356,Riga (HL),-855.1,853.84,K,V,7,1
2357,Rigil Kentarus,-2.852,2.54,G,V,8,2
2358,Rijeka,-338.88,95.341,G,V,7,2
2359,Rio,95.382,-28.74,F,V,8,4
2360,Risin,483.557,225.893,K,V,5,1
2361,Roadside,-185.056,368.82,M,VII,1,3
2362,Robinson,232.72,-6.482,G,IV,5,3
2363,Robsart,170.86,-340.211,G,V,5,2
2364,Roche,67.865,1869.935,F,III,2,1
2365,Rochelle,-113.791,-15.815,K,V,7,2
2366,Rochers,-278.462,-15.978,K,V,7,1
2367,Rochester,226.948,3.056,G,III,4,5
2368,Rockland,149.916,419.232,K,V,3,2
2369,Rockwellawan,67.084,-483.321,K,V,2,2
2370,Rocky,-16.688,24.716,M,V,0,1
2371,Rodigo,-17.32,393.381,G,V,6,3
2372,Rohinjan,-190.802,-303.042,G,V,3,2
2373,Rollis,150.442,-383.425,F,V,3,2
2374,Romita,-354.154,-252.093,K,V,8,1
2375,Romulus,-89.704,379.416,F,V,2,3
2376,Rondane,-223.796,583.816,F,V,4,3
2377,Rondon,714.67,134.508,K,V,7,1
2378,Ronel,95.64,-2.635,F,IV,2,5
2379,Rosamond,178.611,-33.649,G,V,9,3
2380,Roscoff,546.806,43.168,F,V,2,3
2381,Rosendal,-42.171,-341.9,G,V,9,2
2382,Rosepine,584.182,-22.793,G,V,1,3
2383,Rosetta,-462.868,226.327,F,V,1,4
2384,Rosice,-279.223,52.943,G,V,3,3
2385,Rosiclare,478.981,-47.355,G,V,0,2
2386,Rover,823.24,207.547,G,V,0,3
2387,Rowe,333.189,48.035,M,V,7,1
2388,Royal,222.559,44.416,G,V,2,1
2389,Royal Foxx,-196.306,-395.377,G,V,1,4
2390,Royalston,136.723,-224.142,G,V,5,3
2391,Rubigen,30.493,217.858,G,II,6,4
2392,Ruchbah,57.383,-22.794,F,VI,0,1
2393,Rudolpho,533.989,156.594,K,V,4,1
2394,Rukbat,42.128,108.781,K,IV,9,2
2395,Ruschegg,-175.241,-321.082,M,V,3,1
2396,Rushaven,473.579,211.016,M,V,4,1
2397,Ryans Fate,90.206,-416.562,F,V,0,4
2398,Ryde,-45.356,91.722,F,V,5,3
2399,Ryerson,-75.481,-321.579,F,V,3,4
2400,Rypful,-506.039,367.019,M,V,5,1
2401,Rzhishchev,-294.477,-222.067,G,V,8,3
2402,Saaremaa,138.806,136.951,G,V,4,1
2403,Sabanillas,433.735,-176.369,A,III,3,4
2404,Sabhal Mòr Ostaig,-253.54,237.28,G,V,3,2
2405,Sabik,-12.675,57.082,A,V,2,9
2406,Sackville,-391.123,-128.993,M,V,8,1
2407,Sadachbia,80.598,35.873,K,V,4,2
2408,Sadalbari,137.775,42.859,K,VI,0,1
2409,Sadurni,-15.002,-344.373,G,VI,9,4
2410,Safe Port,134.415,-286.986,F,V,3,3
2411,Saffel,25.586,11.846,K,VI,3,3
2412,Saggina,-605.874,-2003.902,F,V,9,3
2413,Saginaw,299.59,-95.693,K,V,6,1
2414,Saidia,-1008.157,124.202,G,V,7,3
2415,Saiph,4.644,-68.03,K,V,2,2
2416,Sakai,109.339,205.973,K,V,7,1
2417,Sakhalin (CC),61.773,-141.685,M,V,1,1
2418,Sakhalin (LC),-24.041,151.687,G,V,6,2
2419,Sakhara V,276.586,34.077,K,V,3,1
2420,Sakuranoki,282.265,159.966,G,V,6,3
2421,Salardion,-37.917,-394.62,K,V,8,1
2422,Salem,206.788,-161.11,F,V,8,7
2423,Salford,339.395,403.203,G,V,3,3
2424,Salisberg,-315.421,454.769,K,V,3,2
2425,Saltillo,-310.742,-82.508,G,V,1,2
2426,Saltural,253.043,-43.935,K,V,9,1
2427,Saltville,377.938,-99.438,K,V,8,1
2428,Salur,-80.14,-195.503,G,V,3,3
2429,Salvende,640.213,278.418,G,V,3,2
2430,Samantha,191.431,-385.176,G,V,7,4
2431,San Carlos,454.874,-394.178,F,V,4,4
2432,San Nicolas,-390.331,-168.342,K,V,9,1
2433,Sanda,322.633,194.804,K,V,5,1
2434,Sanilac,147.338,-58.981,K,V,9,1
2435,Santa-Ana,668.724,200.815,F,V,0,3
2436,Santana,-198.832,258.445,G,V,8,3
2437,Santander V (Santander's World),77.8,481.099,K,V,4,5
2438,Santiago (CJF),-365.974,930.994,F,V,1,4
2439,Santiago (OA),400.929,173.62,K,V,2,2
2440,Saonara,-171.178,-313.35,G,V,4,3
2441,Sapienza,-418.479,145.228,M,V,0,1
2442,Sappho,-59.807,-240.67,G,V,1,3
2443,Sappir,-367.622,218.654,F,V,1,4
2444,Saravan,-274.265,186.074,G,V,0,4
2445,Sardis,-262.27,-164.012,M,V,7,1
2446,Sargasso,-216.871,268.268,F,V,6,4
2447,Sarikavak,-425.743,8.291,G,V,2,3
2448,Sarkel,-89.842,-97.993,K,V,6,1
2449,Sarmaxa,53.23,-163.386,G,V,2,3
2450,Sarna,55.009,-154.88,F,IV,8,3
2451,Sarpsborg,-149.67,32.262,F,V,4,4
2452,Sartu (Bastille 3130+),297.215,-342.833,F,V,4,3
2453,Satalice,5.94,260.774,K,V,2,4
2454,Sauk City,276.586,-3.15,K,V,0,2
2455,Saumur,377.786,69.126,F,V,3,4
2456,Saunemin,246.078,-56.394,F,V,6,2
2457,Savannah,-79.626,-46.572,G,V,7,3
2458,Savinsville,141.899,356.185,F,V,9,5
2459,Savonburg,498.103,-15.558,F,V,9,3
2460,Sawyer,250.47,392.64,G,V,6,3
2461,Sax,-1.561,-374.6,F,V,2,2
2462,Scarborough,-15.527,-272.015,K,V,7,1
2463,Scheat,168.531,41.83,G,IV,0,1
2464,Schedar,117.863,-21.246,G,III,2,2
2465,Schererville,-339.386,-87.414,K,V,5,1
2466,Scheuerheck,-147.886,-328.614,F,V,7,3
2467,Schiedam,-328.778,-145.345,M,V,2,1
2468,Schirmeck,367.058,156.594,M,V,9,1
2469,Schmitt,-304.737,-430.2,K,V,0,2
2470,Schrim,616.313,199.868,K,V,8,1
2471,Schuyler,122.264,367.016,K,IV,4,5
2472,Schwartz,176.291,426.722,M,V,0,1
2473,Scituate,87.88,-219.985,G,V,5,3
2474,Scudder,196.192,-95.949,F,V,7,2
2475,Sebha,422.896,-412.788,F,V,7,3
2476,Second Chance,-22.763,-129.785,M,V,1,1
2477,Second Try,34.37,-115.809,F,V,4,4
2478,Segerica,-27.284,-406.942,K,V,7,1
2479,Seginus,-82.36,62.765,A,V,7,3
2480,Seiduts,-81.943,361.586,M,V,4,1
2481,Sekulmun,212.22,-220.281,G,V,6,2
2482,Semenyih,-74.451,-161.607,K,V,9,1
2483,Semichi,299.59,-214.831,K,V,2,2
2484,Sendai,62.142,166.422,M,V,4,1
2485,Sendalor,43.684,-266.866,G,V,7,2
2486,Senftenberg,-208.842,7.961,G,V,5,2
2487,Senorbi,345.6,149.873,F,V,2,3
2488,Sentarus,-220.452,523.32,K,V,2,2
2489,Serenity,390.616,-396.529,K,V,5,1
2490,Sertar,312.773,292.303,G,V,4,2
2491,Setubal,44.191,237.516,K,V,0,3
2492,Seuta Bimyeong,266.09,359.232,K,V,6,1
2493,Seven Lands (Garotte 3130+),-456.51,261.635,M,V,5,1
2494,Sevon,465.538,132.818,M,V,2,5
2495,Sevren,-44.468,313.247,K,III,0,3
2496,Shadow,-2.016,1749.942,B,IV,8,1
2497,Shady Palms,802.288,-161.952,F,Ia,8,1
2498,Shahhat,-972.832,139.663,M,V,3,1
2499,Shahr Kord,-431.463,-11.298,G,V,5,3
2500,Shalaine,-529.321,129.21,K,V,7,1
2501,Shaobuon (Liu's Memory 3130+),-10.824,-416.351,K,V,3,1
2502,Shardayne,4.579,247.12,K,V,1,2
2503,Sharpe (Obeedah 3025+),63.639,-207.462,M,V,2,1
2504,Sharqah,-220.744,-292.137,K,V,5,1
2505,Shasta,-218.199,-102.703,G,V,1,3
2506,Shaul Khala,219.456,133.331,M,V,3,1
2507,Shaula (Perrot 3025-),-30.648,269.788,G,V,4,3
2508,Shaun (Burl 2822+),53.27,-328.061,G,V,6,3
2509,Shaunavon,160.264,-323.461,G,V,0,2
2510,Shawnee,552.906,-65.444,G,V,5,5
2511,Sheliak,64.359,289.985,F,V,4,4
2512,Shensi,53.764,-92.524,F,V,6,3
2513,Shenwan,-96.168,-221.868,G,V,9,2
2514,Sheratan,40.84,-21.506,K,V,5,5
2515,Sheridan (Clan),125.943,1794.232,G,IV,0,1
2516,Sheridan (FWL),-178.908,-56.92,G,V,2,3
2517,Sherwood,563.751,-118.685,M,V,3,1
2518,Shiba,0.242,-331.187,K,V,9,5
2519,Shibukawa,116.575,183.226,K,V,1,2
2520,Shiloh,-88.149,-4.964,A,V,8,4
2521,Shimoda,265.117,263.628,G,V,6,3
2522,Shimonita,93.826,82.416,F,V,4,2
2523,Shimonoseki,212.478,248.364,K,V,8,1
2524,Shimosuwa,46.002,135.405,G,V,2,2
2525,Shinonoi,79.871,53.979,G,V,3,1
2526,Shionoha,-5.704,134.377,F,V,6,3
2527,Shipka,80.12,-110.657,K,III,9,5
2528,Shipton,-152.774,-517.692,G,V,8,2
2529,Shira,700.522,236.5,M,V,0,1
2530,Shiri,653.632,150.624,K,V,1,1
2531,Shiro III,-28.186,-292.636,F,V,5,3
2532,Shirotori,18.082,189.692,G,V,5,2
2533,Shitara,41.613,87.121,K,VI,6,2
2534,Shoreham,123.799,-217.7,K,V,1,2
2535,Shubuta,459.842,-123.343,G,V,1,4
2536,Shuen Wan,-37.234,-219.291,K,V,9,1
2537,Shui-pào,-7.786,-134.264,F,V,7,2
2538,Sialkot,-487.844,237.511,G,V,9,2
2539,Sian,7.152,-229.662,G,III,0,2
2540,Sichuan,35.534,-108.342,G,V,7,3
2541,Sidon,-465.196,183.866,F,V,0,4
2542,Siendou,-113.99,-291.701,K,V,9,1
2543,Sierpc,-288.274,43.928,F,V,0,3
2544,Sierra,-411.234,-111.752,F,V,7,2
2545,Sighisoara,302.435,238.286,G,V,7,2
2546,Sigma Mare,6.456,-314.937,G,V,9,4
2547,Sigurd,-103.889,479.713,G,V,7,3
2548,Sikkim,331.765,330.962,K,V,2,2
2549,Sileste,-535.337,314.399,F,V,8,4
2550,Silkeborg,181.454,185.813,G,V,5,3
2551,Silver,-339.188,-130.875,M,V,9,1
2552,Simancas,398.857,-123.714,G,V,0,3
2553,Simferopol,307.187,188.339,K,V,8,1
2554,Simone,387.554,-377.916,F,V,2,4
2555,Simpson Desert,-271.591,-99.305,G,V,9,4
2556,Sindalin,104.842,-338.739,F,V,1,3
2557,Sinope,382.56,195.367,G,V,3,2
2558,Sirdar,127.16,-309.481,F,V,1,4
2559,Sirius,-2.562,-7.86,A,V,1,6
2560,Skallevoll,37.294,435.924,G,V,9,3
2561,Skandia,22.742,251.468,G,V,6,2
2562,Skaslien,220.523,-191.965,G,V,4,2
2563,Skat,93.311,26.833,F,V,7,3
2564,Skepptana,529.901,-191.038,G,V,1,4
2565,Skiland,-83.83,545.678,G,V,7,2
2566,Skokie,-41.634,322.555,K,V,8,1
2567,Skondia,-31.803,55.527,F,V,6,2
2568,Skvorec,-158.204,-307.697,G,V,7,3
2569,Skye,-57.009,51.376,G,V,8,4
2570,Skyfog,-59.979,-541.794,M,V,8,1
2571,Slaithwaite,325.957,393.123,G,V,6,2
2572,Slewis,-475.363,216.569,G,V,5,2
2573,Slocum,58.154,-52.26,G,III,7,5
2574,Small World,51.693,-7.025,M,V,5,5
2575,Smithon,126.499,-432.67,M,V,0,5
2576,Smolensk,178.352,-129.79,G,V,2,3
2577,Smolnik,-253.345,110.841,G,V,0,3
2578,Smythe,207.446,-208.281,G,V,3,3
2579,Snailzar,21.039,-101.422,M,V,3,1
2580,Snowdon,-343.952,476.788,G,V,4,2
2581,Sodertalje,493.977,-235.248,F,V,7,2
2582,Sodus,287.179,-65.186,G,V,5,3
2583,Soilihull,-188.224,46.219,F,V,0,4
2584,Solaris,-122.316,-7.025,K,V,1,7
2585,Solor,-485.084,166.129,K,V,8,1
2586,Somerset,-159.482,425.693,K,V,5,1
2587,Son Hoa,-421.047,-36.494,K,V,0,2
2588,Songgang,327.758,-299.672,M,V,2,1
2589,Sonnia,123.553,-41.932,G,V,6,3
2590,Sophie's World,-102.591,-131.87,K,V,8,1
2591,Sornath,673.16,124.829,G,V,1,3
2592,Sorsk,717.094,183.094,G,V,5,3
2593,Sorunda,-65.144,-122.852,M,V,3,6
2594,Soul,377.396,279.121,M,V,2,5
2595,Soverzene,87.097,317.151,M,V,9,1
2596,Sparrevohn,343.786,-188.267,G,V,0,4
2597,Sparta,-219.536,-207.587,K,V,3,1
2598,Spencer,5.522,-489.476,G,V,0,2
2599,Spica,92.538,-237.625,G,V,6,2
2600,Spirit,-222.808,-117.546,G,V,0,4
2601,Spittal,59.178,344.53,M,V,0,1
2602,Spitz,221.008,-429.166,F,V,5,3
2603,St. Andre,65.648,-100.649,K,III,7,5
2604,St. Andreas,-582.627,-365.812,G,V,7,3
2605,St. Cyr,510.01,-110.128,G,V,8,2
2606,St. Gall,-74.86,-87.658,K,V,9,1
2607,St. Ives,109.619,-214.379,G,V,8,3
2608,St. Jean,-467.418,1066.007,M,V,7,1
2609,St. John,-13.447,400.874,K,V,1,2
2610,St. Loris,89.951,-241.987,G,V,8,2
2611,St. Robert,433.485,-31.328,G,V,7,2
2612,Staffin,105.799,-178.032,F,V,5,3
2613,Stafford,-422.993,-306.609,F,V,2,4
2614,Stanley,-413.821,110.846,M,V,0,1
2615,Stantsiya,-392.711,-23.049,G,V,2,2
2616,Stanzach,14.464,315.833,G,V,7,2
2617,Stapelfeld,218.158,393.156,G,V,0,2
2618,Star Cluster 1108 (RW),528.249,-1890.273,G,V,9,2
2619,Star Cluster 1108 (SW),1871.122,-672.87,K,V,8,1
2620,Star Cluster 643,1937.366,-172.024,K,V,2,2
2621,Star Cluster 65,803.801,-592.685,K,V,5,1
2622,Star Cluster 752,61.5,-1374.51,K,V,7,1
2623,Star Cluster 814,-1022.697,-449.467,F,V,5,4
2624,Star Cluster 889,-104.805,-1724.985,G,V,5,2
2625,Star Cluster A51,750.508,1390.518,K,V,7,1
2626,Star Cluster Briceno 1,1311.721,-570.295,M,V,0,1
2627,Star Cluster P12,115.721,1304.581,G,V,4,3
2628,Star Cluster P24,-399.096,1520.532,K,V,0,2
2629,Star's End (Novo Cressidas),-83.244,432.154,M,V,5,2
2630,Stardawn,-335.144,112.576,F,V,7,4
2631,Starshine,-373.714,-37.188,F,V,1,3
2632,Steeles,291.563,-141.977,K,V,5,1
2633,Steelton,-105.763,422.332,F,V,6,4
2634,Stein's Folly,159.739,-200.359,K,V,3,1
2635,Steinhatchee,522.154,-96.982,F,V,2,4
2636,Stellaris,-300.271,105.711,G,V,5,3
2637,Sterling,-191.544,-70.907,M,V,4,4
2638,Sterlington,524.213,53.723,G,V,1,3
2639,Sternwerde,63.834,248.625,K,V,6,1
2640,Sterope (New Taurus),266.755,-404.334,K,V,2,5
2641,Stettin (FWL),-341.976,-294.981,K,V,6,1
2642,Stettin (HL),-806.973,951.612,G,V,8,3
2643,Stewart,-119.184,-51.936,G,V,8,4
2644,Stirling,-424.175,179.243,M,V,3,1
2645,Stockpoll,187.313,-168.296,M,V,5,1
2646,Stonarboi,-99.116,309.722,G,V,1,4
2647,Storfors,-312.328,201.061,A,V,9,3
2648,Stotzing,-348.505,-201.446,F,V,5,4
2649,Stralsund,-651.703,735.939,G,V,7,3
2650,Strana Mechty,32.3,1767.809,G,VI,3,4
2651,Strandfontein,-335.026,302.912,K,V,6,1
2652,Stratford,526.273,38.988,M,V,4,1
2653,Strato Domingo,10.796,1880.658,K,II,6,2
2654,Strawn,235.996,-90.521,M,V,4,1
2655,Streator,254.095,-75.782,F,V,2,4
2656,Sturganos,370.763,-45.768,F,V,7,4
2657,Sturgis,416.942,68.708,K,V,6,1
2658,Styk,42.128,-97.499,K,IV,2,2
2659,Styriania,-503.419,328.205,K,V,0,2
2660,Styx,25.844,25.543,F,IV,8,1
2661,Sudeten,-83.471,292.084,K,V,5,4
2662,Suetonius,-405.185,-317.385,G,V,1,1
2663,Suianheer,419.529,246.551,G,V,8,2
2664,Suk II,-29.214,256.116,G,V,5,2
2665,Sulafat,48.334,184.257,K,V,2,2
2666,Sullivan,413.067,-31.071,G,V,1,3
2667,Summer,-44.468,26.058,M,V,4,1
2668,Summerstide,533.347,-141.269,F,V,6,3
2669,Summit,-116.865,209.591,M,V,5,1
2670,Sumy,37.988,-289.225,F,V,7,4
2671,Sun Prairie,325.182,28.904,F,V,6,3
2672,Sunchon,274.508,208.433,G,V,9,2
2673,Sunnywood,61.128,-400.763,G,V,3,3
2674,Surcin,-91.252,197.371,K,V,2,2
2675,Susquehanna,52.199,420.521,K,V,2,2
2676,Susulatna,305.011,-185.691,F,V,5,3
2677,Sutama,90.726,123.766,K,V,7,1
2678,Suzano,15.763,-113.995,F,V,0,4
2679,Svalstad,-298.045,433.058,M,V,9,1
2680,Svarstaad,-62.052,338.584,M,V,6,1
2681,Svelvik,17.311,411.468,G,V,4,3
2682,Sverdlovsk,341.208,184.257,F,V,7,2
2683,Svinngarn,-131.829,110.841,K,V,6,1
2684,Swales,302.362,34.924,M,V,7,1
2685,Swartklip,-359.802,329.018,G,V,3,2
2686,Sweet Water,-373.832,312.721,M,V,4,1
2687,Sylvan,423.147,3.056,F,V,5,3
2688,Sylvester,363.43,-114.526,G,V,6,2
2689,Symington,-38.521,147.812,F,V,5,4
2690,Symsonia,486.738,-95.693,G,V,8,2
2691,Synsstad,-446.895,251.381,G,V,7,2
2692,Syrma,-57.92,39.147,F,V,6,4
2693,Syrstart,-185.24,576.382,M,V,4,1
2694,Szepes,-232.294,-63.077,F,V,4,4
2695,Szombathely,-182.307,-84.029,F,V,9,3
2696,T Cephei (The Devil's Eye),617.689,-308.885,K,V,4,1
2697,Tabayama,407.56,233.095,F,IV,0,3
2698,Tadjoura,-995.551,174.925,F,V,6,3
2699,Taga,88.919,-207.395,F,V,4,3
2700,Tainjin,-365.048,273.441,F,V,8,4
2701,Takata (New Start 3130+),366.201,301.521,G,V,5,3
2702,Talcott,199.811,-123.844,G,V,8,3
2703,Talisker,29.067,130.195,F,V,5,3
