,Name,Primary,FactionChange
117,Alula Borealis,4,"['(Date=2259-10-14,Faction=IND)', '(Date=2360-07-01,Faction=LA)', '(Date=2821-10-07,Faction=FWL)', '(Date=2900-07-27,Faction=FWL)', '(Date=3081-10-11,Faction=IND)', '(Date=3130-01-09,Faction=LA)', '(Date=3145-07-18,Faction=CWE)']"
118,Alya,2,"['(Date=2310-09-05,Faction=IND)', '(Date=2341-01-26,Faction=LA)', '(Date=2400-05-17,Faction=DC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3075-08-28,Faction=CGB,WOB)', '(Date=3075-09-06,Faction=Stone)', '(Date=3081-02-18,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-10-01,Faction=DC)']"
119,Alyina,3,"['(Date=2653-12-25,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3051-11-29,Faction=FC,CJF)', '(Date=3052-01-06,Faction=CJF)']"
120,Ambatomainty,1,"['(Date=2690-03-05,Faction=OA)', '(Date=2855-05-16,Faction=ABN)']"
121,Amber,3,"['(Date=2701-07-27,Faction=TC)', '(Date=2916-11-01,Faction=ABN)']"
122,Amber Grove,1,"['(Date=2646-12-22,Faction=TC)', '(Date=3081-08-08,Faction=FS)']"
123,Ambergrist,1,"['(Date=2627-04-09,Faction=CC)', '(Date=3030-02-28,Faction=SIC)', '(Date=3063-07-28,Faction=CC)']"
124,Ambrose,1,"['(Date=2627-10-29,Faction=RWR)', '(Date=2779-03-27,Faction=PIND)', '(Date=2871-09-17,Faction=ABN)']"
125,Amiga,1,"['(Date=2340-10-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
126,Amity,2,"['(Date=2250-10-06,Faction=IND)', '(Date=2300-12-28,Faction=FWL)', '(Date=2367-10-05,Faction=LA)', '(Date=2418-12-09,Faction=FWL)', '(Date=2837-12-23,Faction=LA)', '(Date=2868-01-26,Faction=FWL)', '(Date=2980-09-22,Faction=LA)', '(Date=2982-08-01,Faction=FWL)', '(Date=3079-06-28,Faction=SHC)', '(Date=3085-02-19,Faction=MSC)', '(Date=3145-12-24,Faction=CWE)']"
127,Amminadav,1,"['(Date=2717-09-23,Faction=RWR)', '(Date=2779-08-12,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
128,Ammon,2,"['(Date=2606-01-19,Faction=OA)', '(Date=2813-05-01,Faction=ABN)']"
129,Amu Darya,3,"['(Date=2697-12-05,Faction=CC)', '(Date=2851-11-20,Faction=ABN)']"
130,An Ting,3,"['(Date=2270-08-10,Faction=IND)', '(Date=2326-10-01,Faction=DC)', '(Date=3062-12-26,Faction=DC,FS)', '(Date=3063-02-13,Faction=FS)', '(Date=3064-12-02,Faction=FS,DC)', '(Date=3065-01-24,Faction=DC)', '(Date=3081-05-25,Faction=ABN)']"
131,Anaea,1,"['(Date=2599-06-24,Faction=CC)', '(Date=2862-07-27,Faction=ABN)']"
132,Anaheim,3,"['(Date=2307-06-21,Faction=IND)', '(Date=2571-07-22,Faction=TC)', '(Date=2578-10-14,Faction=SL,TC)', '(Date=2579-01-18,Faction=SL)', '(Date=2580-11-29,Faction=TC,SL)', '(Date=2581-03-10,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
133,Anatolia (Pillory 3130+),1,"['(Date=2722-05-06,Faction=RWR)', '(Date=2779-11-29,Faction=PIND)', '(Date=2916-05-12,Faction=ABN)', '(Date=3095-05-17,Faction=RT)']"
134,Ancha,1,"['(Date=2296-12-26,Faction=IND)', '(Date=2335-08-29,Faction=DC)', '(Date=3081-09-03,Faction=ROS)', '(Date=3135-03-23,Faction=DC)']"
135,Andalusia,4,"['(Date=2750-06-16,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
136,Andarmax,1,"['(Date=2681-08-13,Faction=CC)', '(Date=3030-12-16,Faction=MOC,CC)', '(Date=3030-12-22,Faction=MOC)', '(Date=3034-08-09,Faction=CC,MOC)', '(Date=3034-08-15,Faction=CC)']"
137,Andelys,4,"['(Date=2664-05-19,Faction=FS)', '(Date=2907-05-09,Faction=ABN)']"
138,Andiron (Helbrent 3025-),1,"['(Date=2397-01-25,Faction=RWR)', '(Date=2779-03-04,Faction=LA)', '(Date=2842-04-25,Faction=ABN)', '(Date=3081-08-12,Faction=PIND)']"
139,Andro,1,"['(Date=2745-04-20,Faction=CC)', '(Date=2864-08-20,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
140,Andurien,5,"['(Date=2195-06-13,Faction=IND)', '(Date=2250-04-24,Faction=SIS)', '(Date=2367-08-01,Faction=CC)', '(Date=2369-11-02,Faction=FWL)', '(Date=2570-07-09,Faction=CC)', '(Date=2789-05-26,Faction=FWL)', '(Date=3030-09-11,Faction=DA)', '(Date=3039-04-25,Faction=FWL,DA)', '(Date=3040-12-18,Faction=FWL)', '(Date=3079-08-13,Faction=DA)']"
141,Anegasaki,1,"['(Date=2187-02-19,Faction=IND)', '(Date=2250-12-17,Faction=SIS)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-01-02,Faction=FWL)', '(Date=3025-07-25,Faction=FWL)', '(Date=3079-05-07,Faction=DO)', '(Date=3086-11-04,Faction=OP)']"
142,Anembo,3,"['(Date=2481-02-11,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
143,Angell II,2,"['(Date=2241-07-11,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-06-07,Faction=MSC)', '(Date=3137-08-01,Faction=MiC)', '(Date=3139-07-01,Faction=CP)']"
144,Angelsey,3,"['(Date=2638-04-01,Faction=CC)', '(Date=2847-03-08,Faction=ABN)']"
145,Anglia,4,"['(Date=2765-05-01,Faction=NDC)', '(Date=3130-12-20,Faction=ABN)']"
146,Angol,3,"['(Date=2177-02-06,Faction=IND)', '(Date=2243-12-08,Faction=TGU)', '(Date=2367-08-01,Faction=CC)', '(Date=2400-11-25,Faction=TH)', '(Date=2767-01-26,Faction=RWR)', '(Date=2779-12-31,Faction=TH)', '(Date=2790-03-05,Faction=FS)', '(Date=2821-03-15,Faction=CC)', '(Date=2950-11-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-09-01,Faction=WOB)', '(Date=3076-09-09,Faction=Stone,WOB)', '(Date=3076-09-14,Faction=Stone)', '(Date=3081-03-21,Faction=ROS)', '(Date=3135-03-10,Faction=FS)', '(Date=3145-10-13,Faction=CC)']"
147,Angra,1,"['(Date=2704-06-14,Faction=TC)', '(Date=2847-06-21,Faction=ABN)']"
148,Anguilla,2,"['(Date=2166-10-30,Faction=TA)', '(Date=2242-04-25,Faction=IND)', '(Date=2360-03-17,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3104-04-18,Faction=DC)', '(Date=2166-09-28,Faction=TA)', '(Date=2242-05-27,Faction=IND)', '(Date=2360-10-21,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3104-12-29,Faction=DC)']"
149,Anjin Muerto,1,"['(Date=2360-11-19,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
150,Ankaa,1,"['(Date=2450-05-24,Faction=TH)', '(Date=2767-04-21,Faction=RWR)', '(Date=2779-09-22,Faction=TH)', '(Date=2786-05-29,Faction=FS)', '(Date=2810-10-05,Faction=CC)', '(Date=2821-08-22,Faction=DC)', '(Date=2864-11-25,Faction=CC)', '(Date=2890-10-28,Faction=FS)', '(Date=3025-09-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-05-15,Faction=WOB)', '(Date=3077-11-24,Faction=Stone,WOB)', '(Date=3077-11-26,Faction=Stone)', '(Date=3081-03-04,Faction=ROS)', '(Date=3135-07-27,Faction=FS)']"
151,Anklan,3,"['(Date=2891-12-02,Faction=HL)', '(Date=2891-07-31,Faction=HL)']"
152,Ankolika,1,"['(Date=2522-01-27,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
153,Annapolis,2,"['(Date=2235-09-18,Faction=TA)', '(Date=2242-10-15,Faction=IND)', '(Date=2305-04-05,Faction=AG)', '(Date=2319-09-09,Faction=DC)']"
154,Annunziata,2,"['(Date=2666-09-02,Faction=RWR)', '(Date=2779-10-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-12-22,Faction=CJF)']"
155,Annwyn,3,"['(Date=2661-10-31,Faction=LA)', '(Date=2835-04-24,Faction=ABN)', '(Date=2661-07-06,Faction=LA)', '(Date=2835-06-17,Faction=ABN)']"
156,Antallos (Port Krin),3,"['(Date=2674-11-06,Faction=TH)', '(Date=2779-09-12,Faction=PIND)']"
157,Antares,2,"['(Date=2273-02-27,Faction=IND)', '(Date=2365-02-22,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-07-04,Faction=CJF,FC)', '(Date=3050-07-12,Faction=CJF)', '(Date=3057-08-26,Faction=CSV)', '(Date=3062-09-30,Faction=CJF)']"
158,Antias,3,"['(Date=2610-04-27,Faction=CC)', '(Date=2852-07-27,Faction=ABN)']"
159,Antietam,4,"['(Date=2304-10-19,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
160,Antipolo,4,"['(Date=2359-07-05,Faction=FWL)', '(Date=3081-12-24,Faction=IND)', '(Date=3130-03-15,Faction=DA)', '(Date=3145-12-26,Faction=OP)']"
161,Antwerp,5,"['(Date=2891-10-09,Faction=HL)']"
162,Anywhere,4,"['(Date=2341-08-16,Faction=RWR)', '(Date=2779-05-02,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-03-08,Faction=CJF)', '(Date=3071-06-03,Faction=CIH)', '(Date=3071-12-03,Faction=CJF)']"
163,Aodh,1,"['(Date=2618-02-12,Faction=CC)', '(Date=2864-10-25,Faction=FWL)', '(Date=2922-10-02,Faction=ABN)']"
164,Aomen,1,"['(Date=2743-02-19,Faction=CC)', '(Date=2908-11-21,Faction=ABN)']"
165,Aosia,4,"['(Date=2301-03-08,Faction=CCom)', '(Date=2319-05-11,Faction=ABN)', '(Date=2600-05-23,Faction=CC)', '(Date=2899-03-30,Faction=ABN)']"
166,Apinzel,2,"['(Date=2502-05-16,Faction=RWR)', '(Date=2775-12-01,Faction=LA)', '(Date=2848-02-06,Faction=ABN)', '(Date=2502-05-11,Faction=RWR)', '(Date=2775-12-01,Faction=LA)', '(Date=2848-11-22,Faction=ABN)']"
167,Apolakkia,4,"['(Date=2699-08-30,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-07-02,Faction=CJF)']"
168,Apollo,3,"['(Date=2250-04-03,Faction=RWR)', '(Date=2775-09-01,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-05-02,Faction=CJF,FC)', '(Date=3050-06-14,Faction=CJF)', '(Date=3071-09-13,Faction=CIH)', '(Date=3071-11-03,Faction=CHH)']"
169,Apostica,3,"['(Date=2168-04-26,Faction=TA)', '(Date=2242-10-26,Faction=IND)', '(Date=2345-05-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3140-12-03,Faction=CJF)']"
170,Appian,4,"['(Date=3130-12-24,Faction=FR)']"
171,Apriki,3,"['(Date=2273-04-22,Faction=IND)', '(Date=2321-08-26,Faction=DC)']"
172,Apsalar,3,"['(Date=2734-10-19,Faction=RWR)', '(Date=2779-03-06,Faction=PIND)', '(Date=2860-06-28,Faction=ABN)']"
173,Aquagea,3,"['(Date=2636-07-18,Faction=CC)', '(Date=2864-12-03,Faction=FWL)', '(Date=2919-11-22,Faction=ABN)']"
174,Aquavita,3,"['(Date=2628-09-13,Faction=LA)', '(Date=2858-01-07,Faction=ABN)']"
175,Aquileia,1,"['(Date=2659-04-18,Faction=FWL)', '(Date=2821-12-09,Faction=LA)', '(Date=2915-11-08,Faction=ABN)']"
176,Aragon,1,"['(Date=2392-12-01,Faction=NC)', '(Date=2571-01-23,Faction=NC)', '(Date=3080-02-15,Faction=CGS)']"
177,Arboris,5,"['(Date=2223-07-16,Faction=IND)', '(Date=2275-10-26,Faction=CH)', '(Date=2315-09-19,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2571-04-24,Faction=TH)', '(Date=2767-11-08,Faction=RWR)', '(Date=2779-09-23,Faction=TH)', '(Date=2786-10-24,Faction=CC)', '(Date=2790-08-20,Faction=CC)', '(Date=3030-10-05,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3065-03-26,Faction=FS)', '(Date=3068-08-01,Faction=WOB)', '(Date=3077-01-10,Faction=CC,WOB)', '(Date=3077-01-12,Faction=CC)', '(Date=3085-01-28,Faction=ROS)', '(Date=3135-10-01,Faction=CC)']"
178,Arc-Royal,4,"['(Date=2284-04-03,Faction=IND)', '(Date=2355-10-20,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-20,Faction=LA,CWIE)', '(Date=3057-12-01,Faction=ARDC,CWIE)', '(Date=3067-04-24,Faction=LA,CWIE)']"
179,Arcadia (Clan),1,"['(Date=2786-02-15,Faction=SLIE)', '(Date=2802-06-11,Faction=CGB,CSA,CSV)', '(Date=2821-01-11,Faction=IND)', '(Date=2822-11-13,Faction=CLAN)', '(Date=3067-09-13,Faction=CSA,CSV,CGB,CBS,CCC)', '(Date=3071-04-25,Faction=CSA,CSV,CBS,CCC)', '(Date=3073-01-04,Faction=CSA,CSV,CBS,CCC,SOC)', '(Date=3075-03-30,Faction=CBS,CCC,CSA)', '(Date=3079-01-15,Faction=CCC,CSA)', '(Date=3085-09-16,Faction=CSA)']"
180,Arcadia (FS),1,"['(Date=2256-03-02,Faction=IND)', '(Date=2341-10-10,Faction=FS)', '(Date=2819-09-27,Faction=ABN)']"
181,Arcadia (LC),3,"['(Date=2596-07-01,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-08-28,Faction=CWE)']"
182,Arcturus,5,"['(Date=2167-04-28,Faction=TA)', '(Date=2235-08-25,Faction=TamP)', '(Date=2341-09-17,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3130-01-28,Faction=CW)', '(Date=3140-05-26,Faction=CJF)']"
183,Ardoz,3,"['(Date=2277-11-27,Faction=IND)', '(Date=2324-12-26,Faction=DC)', '(Date=3052-02-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
184,Ares,8,"['(Date=2270-08-10,Faction=CH)', '(Date=2310-06-15,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
185,Arganda,1,"['(Date=2226-03-01,Faction=IND)', '(Date=2299-06-07,Faction=FoS)', '(Date=2341-06-11,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-06-06,Faction=CWE)']"
186,Argondale,1,"['(Date=3095-12-23,Faction=PIND)']"
187,Argos,4,"['(Date=3035-09-25,Faction=TC)', '(Date=3120-10-05,Faction=PIND)']"
188,Argyle,3,"['(Date=2309-11-19,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
189,Ariel,1,"['(Date=2241-10-08,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-03-27,Faction=MSC)', '(Date=3145-03-25,Faction=CWE)']"
190,Aristotle,2,"['(Date=2268-12-30,Faction=IND)', '(Date=2345-11-10,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-02-09,Faction=CWE)']"
191,Arkab,1,"['(Date=2296-12-11,Faction=IND)', '(Date=2322-01-14,Faction=DC)']"
192,Arlanda,1,"['(Date=2740-11-23,Faction=RWR)', '(Date=2779-05-14,Faction=PIND)', '(Date=2866-10-07,Faction=ABN)']"
193,Arlington,2,"['(Date=2275-09-26,Faction=IND)', '(Date=2326-10-15,Faction=DC)']"
194,Arluna,1,"['(Date=2396-04-03,Faction=RWR)', '(Date=2779-11-07,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
195,Armaxa,1,"['(Date=2704-05-09,Faction=CC)', '(Date=3030-01-08,Faction=SIC)', '(Date=3063-09-30,Faction=CC)']"
196,Armington,1,"['(Date=2569-12-07,Faction=TC)', '(Date=2578-07-10,Faction=SL,TC)', '(Date=2578-12-20,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3073-03-19,Faction=MC)', '(Date=3079-04-06,Faction=FS)', '(Date=3085-04-13,Faction=PIND)']"
197,Armstrong,2,"['(Date=2721-10-14,Faction=RWR)', '(Date=2779-11-17,Faction=PIND)', '(Date=2817-03-11,Faction=ABN)']"
198,Arn (Jia Tian 3130+),4,"['(Date=2739-11-25,Faction=CC)', '(Date=2915-12-10,Faction=ABN)']"
199,Arnaudville,3,"['(Date=2618-10-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=2618-12-27,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
200,Arromanches,1,"['(Date=2734-09-01,Faction=FS)', '(Date=2918-04-12,Faction=ABN)']"
201,Artru,3,"['(Date=2678-07-09,Faction=TC)', '(Date=2814-02-30,Faction=PIND)', '(Date=2983-01-01,Faction=ARC)', '(Date=3022-01-01,Faction=ARD)', '(Date=3026-01-01,Faction=ARC)']"
202,Arundel,1,"['(Date=2718-09-27,Faction=FS)', '(Date=2928-05-20,Faction=ABN)']"
203,As Samik,1,"['(Date=2240-12-23,Faction=UHC)', '(Date=2540-09-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
204,Ascella,2,"['(Date=2254-12-02,Faction=IND)', '(Date=2325-07-23,Faction=DC)', '(Date=3072-09-09,Faction=WOB)', '(Date=3075-12-09,Faction=CGB,CSR,WOB,Stone)', '(Date=3075-12-23,Faction=Stone)', '(Date=3081-10-27,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-10-18,Faction=DC)']"
205,Asellus Australis,2,"['(Date=2270-01-27,Faction=IND)', '(Date=2280-11-29,Faction=FWL)', '(Date=3014-11-05,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3081-10-16,Faction=IND)', '(Date=3137-08-01,Faction=MiC)', '(Date=3139-07-01,Faction=CP)']"
206,Asellus Borealis,1,"['(Date=2247-08-25,Faction=IND)', '(Date=2280-04-15,Faction=FWL)', '(Date=3014-03-22,Faction=FWL,FWLR)', '(Date=3014-11-18,Faction=FWL)', '(Date=3081-06-23,Faction=IND)', '(Date=3137-08-01,Faction=MiC)', '(Date=3139-07-01,Faction=CP)']"
207,Asgard,4,"['(Date=2170-02-01,Faction=TA)', '(Date=2242-10-20,Faction=IND)', '(Date=2310-01-27,Faction=AG)', '(Date=2311-09-15,Faction=IND,AG)', '(Date=2312-08-01,Faction=AG)', '(Date=2319-09-20,Faction=DC)', '(Date=3052-02-01,Faction=CSJ,DC)', '(Date=3052-02-25,Faction=CSJ)', '(Date=3059-05-29,Faction=DC)', '(Date=3099-06-14,Faction=DC,CNC,CGB)', '(Date=3099-07-02,Faction=CGB)', '(Date=3100-03-03,Faction=DC)']"
208,Ashburton,3,"['(Date=2270-12-22,Faction=IND)', '(Date=2340-03-11,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3081-07-12,Faction=IND)', '(Date=3145-06-03,Faction=FWL)']"
209,Ashio,3,"['(Date=2117-08-31,Faction=TA)', '(Date=2242-08-18,Faction=IND)', '(Date=2305-11-01,Faction=AG)', '(Date=2319-12-22,Faction=DC)', '(Date=3081-04-11,Faction=ROS)', '(Date=3133-10-07,Faction=DC)']"
210,Ashkum,2,"['(Date=2176-07-15,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-07-29,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
211,Ashley,1,"['(Date=2293-09-23,Faction=IND)', '(Date=2310-05-13,Faction=CCom)', '(Date=2367-08-01,Faction=CC)', '(Date=2750-04-20,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
212,Aspropirgos,1,"['(Date=2344-09-19,Faction=IND)', '(Date=2540-11-22,Faction=MOC)', '(Date=2580-09-10,Faction=MOC,SL)', '(Date=2580-09-22,Faction=SL)', '(Date=2597-03-21,Faction=FWL)', '(Date=3081-05-16,Faction=IND)', '(Date=3130-12-14,Faction=DA)']"
213,Asta,2,"['(Date=2269-07-04,Faction=TA)', '(Date=2316-05-08,Faction=TH)', '(Date=2767-08-15,Faction=RWR)', '(Date=2779-07-18,Faction=TH)', '(Date=2790-01-13,Faction=DC)', '(Date=3030-07-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3048-01-04,Faction=DC)', '(Date=3068-06-19,Faction=WOB)', '(Date=3077-03-12,Faction=Stone,WOB)', '(Date=3077-03-18,Faction=Stone)', '(Date=3081-11-07,Faction=ROS)']"
214,Astrokaszy,3,"['(Date=2900-05-09,Faction=PIND)', '(Date=3130-08-06,Faction=RCM)']"
215,Asturias,5,"['(Date=2392-06-29,Faction=NC)', '(Date=2571-05-26,Faction=NC)', '(Date=3080-02-15,Faction=CGS)']"
216,Asuncion,4,"['(Date=2240-07-22,Faction=IND)', '(Date=2317-01-10,Faction=CCom)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-07-15,Faction=FWL)', '(Date=3014-08-01,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3072-02-01,Faction=WOB)', '(Date=3078-01-03,Faction=Stone,WOB)', '(Date=3078-01-10,Faction=Stone)', '(Date=3081-07-01,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-03-07,Faction=FWL)']"
217,Athenry,1,"['(Date=2209-08-19,Faction=IND)', '(Date=2320-03-17,Faction=TH)', '(Date=2767-11-07,Faction=RWR)', '(Date=2779-07-28,Faction=TH)', '(Date=2790-11-13,Faction=DC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-03-06,Faction=Stone,WOB)', '(Date=3077-03-10,Faction=Stone)', '(Date=3081-03-05,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-05-11,Faction=DC)']"
218,Athna,1,"['(Date=2730-07-16,Faction=CC)', '(Date=2927-04-30,Faction=ABN)']"
219,Atlas,3,"['(Date=2304-06-22,Faction=IND)', '(Date=2367-12-18,Faction=FS)', '(Date=2571-05-21,Faction=CC)', '(Date=2821-03-07,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-04-11,Faction=CC)']"
220,Atocongo,3,"['(Date=2275-05-23,Faction=IND)', '(Date=2360-02-06,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)']"
221,Atreus (Clan),3,"['(Date=2802-11-19,Faction=CFM,CIH)', '(Date=2900-01-02,Faction=CSJ,CFM,CIH)', '(Date=3025-04-10,Faction=CLAN)', '(Date=3060-12-27,Faction=CFM,CIH)', '(Date=3072-08-22,Faction=CFM,CSV)', '(Date=3074-07-03,Faction=CFM)', '(Date=3075-05-14,Faction=ABN)']"
222,Atreus (FWL),3,"['(Date=2160-05-31,Faction=IND)', '(Date=2241-10-04,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-09-17,Faction=MSC)', '(Date=3145-10-20,Faction=FWL)']"
223,Atreus Prime,3,"['(Date=2620-04-27,Faction=TC)', '(Date=3120-07-22,Faction=PIND)', '(Date=2620-07-22,Faction=TC)', '(Date=3120-02-07,Faction=PIND)']"
224,Atria,5,"['(Date=2242-06-30,Faction=IND)', '(Date=2320-03-30,Faction=TH)', '(Date=2767-08-24,Faction=RWR)', '(Date=2779-11-06,Faction=TH)', '(Date=2790-10-18,Faction=DC)', '(Date=2850-04-02,Faction=LA)', '(Date=2900-08-15,Faction=DC)', '(Date=3030-10-27,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3057-11-01,Faction=DC,LA)', '(Date=3062-08-07,Faction=DC)', '(Date=3081-07-18,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-09-17,Faction=RD)']"
225,Atsugi,4,"['(Date=2534-05-27,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
226,Atzenbrugg,1,"['(Date=2713-10-06,Faction=FWL)', '(Date=3081-09-10,Faction=IND)', '(Date=3130-04-03,Faction=DTA)']"
227,Aubisson,1,"['(Date=2147-10-28,Faction=TA)', '(Date=2242-02-18,Faction=IND)', '(Date=2341-04-29,Faction=LA)', '(Date=2821-10-11,Faction=DC)', '(Date=2864-04-15,Faction=LA)', '(Date=2866-11-15,Faction=DC)', '(Date=3030-05-26,Faction=LA)', '(Date=3040-12-26,Faction=DC)']"
228,Aucara,4,"['(Date=2716-03-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
229,August,3,"['(Date=2618-10-16,Faction=FWL)', '(Date=2917-11-17,Faction=ABN)']"
230,Augusta,6,"['(Date=2341-12-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
231,Augustine,6,"['(Date=2241-10-28,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-02-23,Faction=MSC)', '(Date=3085-03-03,Faction=ROS)', '(Date=3135-05-01,Faction=SA)', '(Date=3135-10-01,Faction=IND)', '(Date=3139-07-26,Faction=AA)']"
232,Auldhouse,2,"['(Date=2299-11-27,Faction=FoS)', '(Date=2341-07-20,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3140-04-23,Faction=CJF)']"
233,Aur,1,"['(Date=2314-05-06,Faction=PD)', '(Date=2341-10-17,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
234,Aurigae,4,"['(Date=3095-05-08,Faction=IE)', '(Date=3095-08-14,Faction=IE)']"
235,Austerlitz (Scauld 3130+),4,"['(Date=2450-06-18,Faction=RWR)', '(Date=2779-05-11,Faction=PIND)', '(Date=2867-01-06,Faction=ABN)', '(Date=3087-04-13,Faction=RT)']"
236,Australia,3,"['(Date=2725-07-29,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
237,Autumn Wind,3,"['(Date=2269-02-17,Faction=IND)', '(Date=2285-04-03,Faction=FWL)', '(Date=3081-06-11,Faction=IND)', '(Date=3130-11-10,Faction=MSC)', '(Date=3145-09-28,Faction=CWE)']"
238,Avawatz,4,"['(Date=2278-04-05,Faction=Mara)', '(Date=2324-10-21,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
